Id;Label
0;Профессионально_2(UK-4)
1;Объектно-ориент_1(PK-2,PK-5)
2;Разработка и ан_1(PK-11,PK-12,PK-13,PK-3)
3;Разработка Web-_1(PK-5)
4;Методы анализа _1(UK-1)
5;Инженерия требо_2(PK-14,PK-15,PK-16,PK-17,PK-18)
6;Проектирование _2(PK-1,PK-4,PK-5)
7;Тестирование пр_3(PK-10,PK-6,PK-7,PK-8,PK-9)
8;Основы профилак_3(UK-10)
9;Экономическая к_3(UK-9)
10;Теория вычислит_2(PK-13,PK-14,PK-5)
11;Нейронные сети _2(PK-13,PK-5)
12;Методы оптимиза_2(PK-11,PK-5)
13;Модели и методы_3(PK-11,PK-5)
14;Системы искусст_3(PK-11,PK-5)
15;Командный проек_2(PK-11,PK-12,PK-13,PK-14,PK-15,PK-17,PK-3,PK-4,PK-5,PK-7,UK-3)
16;Командный проек_3(PK-11,PK-12,PK-13,PK-14,PK-15,PK-17,PK-3,PK-4,PK-5,PK-7,UK-3)
17;Бакалаврский се_3(PK-17,PK-18)
18;Философия_1(UK-1,UK-5,UK-6)
19;История России_0(UK-5)
20;Всеобщая истори_0(UK-5)
21;Ин Яз_0(UK-4)
22;Ин Яз_1(UK-4)
23;БЖД_1(UK-8)
24;Физика_0(OPK-1)
25;Физика_1(OPK-1)
26;Информатика_0(OPK-7)
27;Основы программ_0(OPK-6)
28;Проф деят_0(OPK-2,OPK-4,UK-2)
29;Алгебра и геоме_0(OPK-1)
30;Мат Анализ_0(OPK-1)
31;Дискретная мате_0(OPK-1,OPK-7)
32;Теория вероятно_1(OPK-1)
33;Эффектив реч общ_0(UK-3,UK-4)
34;ИБЗИ_2(OPK-3)
35;Математическая _1(OPK-1,OPK-7)
36;Алгоритмы и стр_1(OPK-6)
37;БД_1(OPK-8)
38;Технологии анал_3(OPK-2,OPK-8)
39;ТАЯВ_2(OPK-1)
40;Основы функцион_2(OPK-6)
41;Машинно-зависим_2(OPK-6)
42;Разработка моби_2(OPK-6)
43;Разработка корп_2(OPK-8)
44;Системное прогр_1(OPK-6)
45;Физ культ_0(UK-7)
46;Физ культ_2(UK-7)
47;Ознакомительная_0(OPK-5)
48;Научно-исследов_1(OPK-3)
49;Архитектура выч_1(OPK-5)
50;Основы системны_2(UK-1)
