Source;Target;Type;Weight
0;1;Undirected;0.048
0;2;Undirected;0.024
0;3;Undirected;0.04
0;4;Undirected;0.048
0;5;Undirected;0.024
0;10;Undirected;0.016
0;12;Undirected;0.032
0;21;Undirected;0.032
0;23;Undirected;0.02
0;24;Undirected;0.032
0;27;Undirected;0.032
1;2;Undirected;0.032
1;3;Undirected;0.056
1;4;Undirected;0.064
1;5;Undirected;0.032
1;10;Undirected;0.024
1;12;Undirected;0.04
1;21;Undirected;0.048
1;23;Undirected;0.028
1;24;Undirected;0.04
1;27;Undirected;0.048
2;3;Undirected;0.056
2;4;Undirected;0.032
2;5;Undirected;0.064
2;10;Undirected;0.024
2;12;Undirected;0.04
2;13;Undirected;0.028
2;15;Undirected;0.028
2;16;Undirected;0.044
2;17;Undirected;0.024
2;19;Undirected;0.028
2;21;Undirected;0.048
2;23;Undirected;0.056
2;24;Undirected;0.08
2;27;Undirected;0.024
3;4;Undirected;0.056
3;5;Undirected;0.028
3;10;Undirected;0.02
3;12;Undirected;0.072
3;13;Undirected;0.024
3;15;Undirected;0.024
3;17;Undirected;0.02
3;19;Undirected;0.024
3;21;Undirected;0.06
3;23;Undirected;0.048
3;24;Undirected;0.072
3;27;Undirected;0.04
4;5;Undirected;0.032
4;10;Undirected;0.024
4;12;Undirected;0.04
4;21;Undirected;0.048
4;23;Undirected;0.028
4;24;Undirected;0.04
4;27;Undirected;0.048
5;10;Undirected;0.024
5;21;Undirected;0.024
5;23;Undirected;0.028
5;24;Undirected;0.04
5;27;Undirected;0.024
6;7;Undirected;0.016
6;8;Undirected;0.016
6;9;Undirected;0.024
6;11;Undirected;0.016
6;22;Undirected;0.024
6;25;Undirected;0.024
6;26;Undirected;0.048
6;28;Undirected;0.02
7;8;Undirected;0.016
7;9;Undirected;0.024
7;11;Undirected;0.016
7;22;Undirected;0.024
7;25;Undirected;0.024
7;26;Undirected;0.048
7;28;Undirected;0.02
8;9;Undirected;0.024
8;11;Undirected;0.016
8;22;Undirected;0.024
8;25;Undirected;0.024
8;26;Undirected;0.048
8;28;Undirected;0.02
9;11;Undirected;0.024
9;22;Undirected;0.064
9;25;Undirected;0.032
9;26;Undirected;0.168
9;28;Undirected;0.028
10;13;Undirected;0.02
10;21;Undirected;0.016
10;23;Undirected;0.02
10;24;Undirected;0.096
10;27;Undirected;0.016
10;11;Undirected;0.048
11;22;Undirected;0.024
11;25;Undirected;0.072
11;26;Undirected;0.144
11;28;Undirected;0.02
12;13;Undirected;0.036
12;15;Undirected;0.036
12;17;Undirected;0.032
12;19;Undirected;0.036
12;21;Undirected;0.064
12;23;Undirected;0.036
12;24;Undirected;0.048
12;27;Undirected;0.032
13;15;Undirected;0.024
13;17;Undirected;0.02
13;19;Undirected;0.024
13;21;Undirected;0.02
13;23;Undirected;0.024
13;24;Undirected;0.072
14;17;Undirected;0.016
14;19;Undirected;0.02
14;21;Undirected;0.064
14;23;Undirected;0.02
14;24;Undirected;0.032
15;17;Undirected;0.02
15;19;Undirected;0.024
15;21;Undirected;0.04
15;23;Undirected;0.024
15;24;Undirected;0.072
17;19;Undirected;0.04
17;21;Undirected;0.032
17;23;Undirected;0.04
17;24;Undirected;0.064
17;18;Undirected;0.056
18;20;Undirected;0.072
18;25;Undirected;0.072
18;26;Undirected;0.12
19;21;Undirected;0.06
19;23;Undirected;0.048
19;24;Undirected;0.072
19;20;Undirected;0.084
20;25;Undirected;0.064
20;26;Undirected;0.168
21;23;Undirected;0.06
21;24;Undirected;0.096
21;27;Undirected;0.032
22;25;Undirected;0.032
22;26;Undirected;0.28
22;28;Undirected;0.028
23;24;Undirected;0.108
23;27;Undirected;0.02
24;27;Undirected;0.032
24;25;Undirected;0.24
25;26;Undirected;0.336
25;28;Undirected;0.028
26;28;Undirected;0.052
