Source;Target;Type;Weight
0;1;Undirected;0.048
0;2;Undirected;0.024
0;3;Undirected;0.04
0;4;Undirected;0.048
0;5;Undirected;0.024
0;6;Undirected;0.016
0;7;Undirected;0.016
0;8;Undirected;0.016
0;9;Undirected;0.048
0;10;Undirected;0.024
0;11;Undirected;0.032
0;18;Undirected;0.032
0;19;Undirected;0.048
0;20;Undirected;0.02
0;21;Undirected;0.048
0;22;Undirected;0.096
0;23;Undirected;0.032
0;24;Undirected;0.02
1;2;Undirected;0.032
1;3;Undirected;0.056
1;4;Undirected;0.064
1;5;Undirected;0.032
1;6;Undirected;0.024
1;7;Undirected;0.024
1;8;Undirected;0.024
1;9;Undirected;0.064
1;10;Undirected;0.032
1;11;Undirected;0.04
1;18;Undirected;0.048
1;19;Undirected;0.064
1;20;Undirected;0.028
1;21;Undirected;0.056
1;22;Undirected;0.112
1;23;Undirected;0.048
1;24;Undirected;0.028
2;3;Undirected;0.056
2;4;Undirected;0.032
2;5;Undirected;0.064
2;6;Undirected;0.024
2;7;Undirected;0.024
2;8;Undirected;0.024
2;9;Undirected;0.032
2;10;Undirected;0.032
2;11;Undirected;0.04
2;12;Undirected;0.028
2;14;Undirected;0.028
2;15;Undirected;0.044
2;16;Undirected;0.044
2;17;Undirected;0.044
2;18;Undirected;0.048
2;19;Undirected;0.032
2;20;Undirected;0.056
2;21;Undirected;0.112
2;22;Undirected;0.224
2;23;Undirected;0.024
2;24;Undirected;0.028
3;4;Undirected;0.056
3;5;Undirected;0.028
3;6;Undirected;0.02
3;7;Undirected;0.02
3;8;Undirected;0.02
3;9;Undirected;0.056
3;10;Undirected;0.028
3;11;Undirected;0.072
3;12;Undirected;0.024
3;14;Undirected;0.024
3;16;Undirected;0.04
3;17;Undirected;0.04
3;18;Undirected;0.06
3;19;Undirected;0.056
3;20;Undirected;0.048
3;21;Undirected;0.104
3;22;Undirected;0.156
3;23;Undirected;0.04
3;24;Undirected;0.024
4;5;Undirected;0.032
4;6;Undirected;0.024
4;7;Undirected;0.024
4;8;Undirected;0.024
4;9;Undirected;0.064
4;10;Undirected;0.032
4;11;Undirected;0.04
4;18;Undirected;0.048
4;19;Undirected;0.064
4;20;Undirected;0.028
4;21;Undirected;0.056
4;22;Undirected;0.112
4;23;Undirected;0.048
4;24;Undirected;0.028
5;6;Undirected;0.024
5;7;Undirected;0.024
5;8;Undirected;0.024
5;9;Undirected;0.032
5;10;Undirected;0.032
5;18;Undirected;0.024
5;19;Undirected;0.064
5;20;Undirected;0.028
5;21;Undirected;0.056
5;22;Undirected;0.168
5;23;Undirected;0.024
5;24;Undirected;0.028
6;7;Undirected;0.016
6;8;Undirected;0.016
6;9;Undirected;0.024
6;10;Undirected;0.024
6;18;Undirected;0.016
6;19;Undirected;0.024
6;20;Undirected;0.02
6;21;Undirected;0.048
6;22;Undirected;0.048
6;23;Undirected;0.016
6;24;Undirected;0.02
7;8;Undirected;0.016
7;9;Undirected;0.024
7;10;Undirected;0.024
7;18;Undirected;0.016
7;19;Undirected;0.024
7;20;Undirected;0.02
7;21;Undirected;0.048
7;22;Undirected;0.048
7;23;Undirected;0.016
7;24;Undirected;0.02
8;9;Undirected;0.024
8;10;Undirected;0.024
8;18;Undirected;0.016
8;19;Undirected;0.024
8;20;Undirected;0.02
8;21;Undirected;0.048
8;22;Undirected;0.048
8;23;Undirected;0.016
8;24;Undirected;0.02
9;10;Undirected;0.032
9;11;Undirected;0.04
9;18;Undirected;0.072
9;19;Undirected;0.064
9;20;Undirected;0.028
9;21;Undirected;0.056
9;22;Undirected;0.168
9;23;Undirected;0.048
9;24;Undirected;0.028
10;12;Undirected;0.028
10;18;Undirected;0.024
10;19;Undirected;0.032
10;20;Undirected;0.028
10;21;Undirected;0.168
10;22;Undirected;0.168
10;23;Undirected;0.024
10;24;Undirected;0.028
11;12;Undirected;0.036
11;14;Undirected;0.036
11;16;Undirected;0.052
11;17;Undirected;0.052
11;18;Undirected;0.064
11;19;Undirected;0.04
11;20;Undirected;0.036
11;21;Undirected;0.064
11;22;Undirected;0.128
11;23;Undirected;0.032
12;14;Undirected;0.024
12;16;Undirected;0.04
12;17;Undirected;0.04
12;18;Undirected;0.02
12;20;Undirected;0.024
12;21;Undirected;0.104
12;22;Undirected;0.156
13;16;Undirected;0.036
13;17;Undirected;0.036
13;18;Undirected;0.064
13;19;Undirected;0.024
13;20;Undirected;0.02
13;21;Undirected;0.048
13;22;Undirected;0.24
14;16;Undirected;0.04
14;17;Undirected;0.04
14;18;Undirected;0.04
14;20;Undirected;0.024
14;21;Undirected;0.104
14;22;Undirected;0.156
15;22;Undirected;0.136
16;17;Undirected;0.112
16;18;Undirected;0.072
16;20;Undirected;0.08
16;21;Undirected;0.136
16;22;Undirected;0.136
17;18;Undirected;0.108
17;20;Undirected;0.08
17;21;Undirected;0.136
17;22;Undirected;0.204
18;19;Undirected;0.072
18;20;Undirected;0.06
18;21;Undirected;0.144
18;22;Undirected;0.528
18;23;Undirected;0.032
18;24;Undirected;0.02
19;20;Undirected;0.028
19;21;Undirected;0.056
19;22;Undirected;0.28
19;23;Undirected;0.048
19;24;Undirected;0.028
20;21;Undirected;0.156
20;22;Undirected;0.156
20;23;Undirected;0.02
20;24;Undirected;0.024
21;22;Undirected;0.48
21;23;Undirected;0.048
21;24;Undirected;0.052
22;23;Undirected;0.096
22;24;Undirected;0.052
23;24;Undirected;0.02
