Source;Target;Type;Weight
0;1;Undirected;0.0322581
0;2;Undirected;0.0282258
0;3;Undirected;0.0483871
0;4;Undirected;0.0403226
0;5;Undirected;0.0201613
0;6;Undirected;0.0201613
0;15;Undirected;0.0725806
0;16;Undirected;0.0201613
0;17;Undirected;0.0241935
0;18;Undirected;0.0282258
0;19;Undirected;0.129032
1;2;Undirected;0.133065
1;3;Undirected;0.120968
1;4;Undirected;0.0362903
1;5;Undirected;0.0362903
1;6;Undirected;0.0725806
1;7;Undirected;0.0483871
1;10;Undirected;0.0483871
1;13;Undirected;0.0483871
1;14;Undirected;0.0483871
1;15;Undirected;0.120968
1;16;Undirected;0.0725806
1;17;Undirected;0.0806452
1;18;Undirected;0.0887097
1;19;Undirected;0.290323
2;3;Undirected;0.108871
2;4;Undirected;0.0322581
2;5;Undirected;0.0322581
2;6;Undirected;0.0645161
2;7;Undirected;0.0443548
2;10;Undirected;0.0443548
2;13;Undirected;0.0443548
2;14;Undirected;0.0443548
2;15;Undirected;0.108871
2;16;Undirected;0.0645161
2;17;Undirected;0.0725806
2;18;Undirected;0.0806452
2;19;Undirected;0.282258
3;4;Undirected;0.0846774
3;5;Undirected;0.0564516
3;6;Undirected;0.0846774
3;7;Undirected;0.0403226
3;10;Undirected;0.0403226
3;13;Undirected;0.0403226
3;14;Undirected;0.0403226
3;15;Undirected;0.129032
3;16;Undirected;0.0846774
3;17;Undirected;0.0645161
3;18;Undirected;0.0725806
3;19;Undirected;0.41129
4;5;Undirected;0.0483871
4;6;Undirected;0.0483871
4;15;Undirected;0.0846774
4;19;Undirected;0.133065
5;6;Undirected;0.0483871
5;15;Undirected;0.0564516
6;7;Undirected;0.0362903
6;10;Undirected;0.0362903
6;13;Undirected;0.0362903
6;14;Undirected;0.0362903
6;15;Undirected;0.0846774
6;16;Undirected;0.0241935
6;17;Undirected;0.0282258
6;18;Undirected;0.0322581
6;19;Undirected;0.133065
7;8;Undirected;0.0483871
7;10;Undirected;0.193548
7;11;Undirected;0.145161
7;13;Undirected;0.193548
7;14;Undirected;0.193548
7;15;Undirected;0.0403226
7;16;Undirected;0.0362903
7;17;Undirected;0.0403226
7;18;Undirected;0.0887097
7;19;Undirected;0.290323
7;20;Undirected;0.0322581
7;21;Undirected;0.0322581
8;10;Undirected;0.0483871
8;11;Undirected;0.0483871
8;13;Undirected;0.0483871
8;14;Undirected;0.0483871
9;12;Undirected;0.0483871
9;16;Undirected;0.0241935
9;19;Undirected;0.133065
10;11;Undirected;0.145161
10;13;Undirected;0.193548
10;14;Undirected;0.193548
10;15;Undirected;0.0403226
10;16;Undirected;0.0362903
10;17;Undirected;0.0403226
10;18;Undirected;0.0887097
10;19;Undirected;0.290323
10;20;Undirected;0.0322581
10;21;Undirected;0.0322581
11;13;Undirected;0.145161
11;14;Undirected;0.145161
11;18;Undirected;0.0443548
11;19;Undirected;0.145161
11;20;Undirected;0.0322581
11;21;Undirected;0.0322581
12;16;Undirected;0.0241935
12;19;Undirected;0.133065
13;14;Undirected;0.193548
13;15;Undirected;0.0403226
13;16;Undirected;0.0362903
13;17;Undirected;0.0403226
13;18;Undirected;0.0887097
13;19;Undirected;0.435484
13;20;Undirected;0.0322581
13;21;Undirected;0.0322581
14;15;Undirected;0.0403226
14;16;Undirected;0.0362903
14;17;Undirected;0.0403226
14;18;Undirected;0.0887097
14;19;Undirected;0.290323
14;20;Undirected;0.0322581
14;21;Undirected;0.0322581
15;16;Undirected;0.0846774
15;17;Undirected;0.0967742
15;18;Undirected;0.108871
15;19;Undirected;0.41129
16;17;Undirected;0.0846774
16;18;Undirected;0.0967742
16;19;Undirected;0.399194
17;18;Undirected;0.108871
17;19;Undirected;0.41129
18;19;Undirected;0.423387
18;20;Undirected;0.0282258
18;21;Undirected;0.0282258
20;21;Undirected;0.016129
