Source;Target;Type;Weight
0;4;Undirected;0.0165289
1;10;Undirected;0.0165289
2;3;Undirected;0.0268595
2;4;Undirected;0.0165289
2;6;Undirected;0.0289256
2;7;Undirected;0.0165289
3;4;Undirected;0.0227273
3;5;Undirected;0.0227273
3;6;Undirected;0.0702479
3;7;Undirected;0.0227273
3;8;Undirected;0.0289256
4;6;Undirected;0.0247934
4;7;Undirected;0.0123967
5;6;Undirected;0.0247934
5;8;Undirected;0.018595
6;7;Undirected;0.0247934
6;8;Undirected;0.0309917
10;11;Undirected;0.0330579
11;13;Undirected;0.0165289
11;16;Undirected;0.0206612
11;20;Undirected;0.0165289
11;47;Undirected;0.0578512
12;17;Undirected;0.0165289
12;47;Undirected;0.0289256
13;19;Undirected;0.0165289
13;20;Undirected;0.0123967
13;47;Undirected;0.0495868
14;47;Undirected;0.0247934
15;16;Undirected;0.0206612
15;47;Undirected;0.0289256
16;47;Undirected;0.0578512
17;18;Undirected;0.0165289
17;47;Undirected;0.0495868
18;47;Undirected;0.0289256
19;47;Undirected;0.0289256
20;47;Undirected;0.0247934
24;36;Undirected;0.0144628
24;25;Undirected;0.018595
27;30;Undirected;0.0144628
27;40;Undirected;0.0247934
27;44;Undirected;0.0227273
28;45;Undirected;0.0144628
28;48;Undirected;0.0123967
29;30;Undirected;0.0413223
30;40;Undirected;0.0144628
31;48;Undirected;0.0165289
33;34;Undirected;0.0413223
33;48;Undirected;0.0371901
34;48;Undirected;0.0165289
35;46;Undirected;0.0206612
38;43;Undirected;0.0144628
39;43;Undirected;0.0247934
40;44;Undirected;0.0227273
