Source;Target;Type;Weight
0;1;Undirected;0.0184426
0;5;Undirected;0.0184426
0;13;Undirected;0.022541
0;50;Undirected;0.057377
1;13;Undirected;0.0204918
1;50;Undirected;0.0532787
3;10;Undirected;0.0163934
3;49;Undirected;0.0184426
4;15;Undirected;0.022541
4;50;Undirected;0.0286885
5;7;Undirected;0.0143443
5;50;Undirected;0.0532787
7;50;Undirected;0.0491803
8;13;Undirected;0.022541
8;50;Undirected;0.0286885
9;11;Undirected;0.0184426
9;14;Undirected;0.0143443
10;49;Undirected;0.022541
11;14;Undirected;0.0163934
11;49;Undirected;0.022541
12;19;Undirected;0.0143443
13;50;Undirected;0.0614754
15;50;Undirected;0.0307377
19;20;Undirected;0.0184426
22;26;Undirected;0.0184426
22;27;Undirected;0.0286885
22;28;Undirected;0.0184426
22;23;Undirected;0.0327869
23;29;Undirected;0.0307377
23;30;Undirected;0.0204918
23;43;Undirected;0.0143443
24;25;Undirected;0.0266393
26;27;Undirected;0.0307377
26;28;Undirected;0.0204918
27;28;Undirected;0.0307377
29;30;Undirected;0.0696721
29;48;Undirected;0.0286885
30;48;Undirected;0.0184426
30;31;Undirected;0.0409836
33;40;Undirected;0.0184426
34;41;Undirected;0.0245902
35;37;Undirected;0.0368852
35;49;Undirected;0.022541
36;41;Undirected;0.022541
37;49;Undirected;0.0204918
38;50;Undirected;0.0266393
39;47;Undirected;0.022541
47;48;Undirected;0.0245902
