Source;Target;Type;Weight
0;1;Undirected;0.0245902
0;3;Undirected;0.0184426
0;7;Undirected;0.0245902
0;9;Undirected;0.0204918
1;2;Undirected;0.0204918
1;3;Undirected;0.0184426
1;7;Undirected;0.0245902
2;3;Undirected;0.0143443
2;6;Undirected;0.0204918
3;9;Undirected;0.0143443
4;5;Undirected;0.0204918
4;8;Undirected;0.022541
4;47;Undirected;0.0184426
5;8;Undirected;0.0368852
5;47;Undirected;0.0143443
6;7;Undirected;0.0245902
6;9;Undirected;0.0204918
7;9;Undirected;0.0204918
8;47;Undirected;0.0163934
10;14;Undirected;0.0163934
10;15;Undirected;0.0163934
10;17;Undirected;0.0163934
11;18;Undirected;0.022541
11;19;Undirected;0.0204918
12;13;Undirected;0.022541
12;47;Undirected;0.0204918
13;17;Undirected;0.0163934
14;15;Undirected;0.0327869
14;17;Undirected;0.0163934
15;17;Undirected;0.0163934
16;48;Undirected;0.0122951
18;19;Undirected;0.0368852
23;35;Undirected;0.0143443
23;24;Undirected;0.0184426
26;29;Undirected;0.0143443
26;39;Undirected;0.0245902
26;43;Undirected;0.022541
27;44;Undirected;0.0143443
28;46;Undirected;0.0184426
28;29;Undirected;0.0409836
29;39;Undirected;0.0143443
30;46;Undirected;0.0163934
32;33;Undirected;0.0409836
34;45;Undirected;0.0204918
37;42;Undirected;0.0143443
38;42;Undirected;0.0245902
39;43;Undirected;0.022541
