Source;Target;Type;Weight
0;2;Undirected;0.044898
0;9;Undirected;0.0346939
0;16;Undirected;0.0346939
0;44;Undirected;0.0285714
0;46;Undirected;0.104082
1;21;Undirected;0.0244898
1;46;Undirected;0.0244898
2;9;Undirected;0.0244898
2;44;Undirected;0.0183673
2;46;Undirected;0.0734694
3;4;Undirected;0.022449
3;6;Undirected;0.0306122
3;7;Undirected;0.022449
3;8;Undirected;0.0265306
3;11;Undirected;0.022449
3;14;Undirected;0.0285714
3;15;Undirected;0.0285714
3;46;Undirected;0.0346939
4;6;Undirected;0.0204082
4;7;Undirected;0.0122449
4;8;Undirected;0.0163265
4;11;Undirected;0.0122449
4;14;Undirected;0.0183673
4;15;Undirected;0.0183673
4;46;Undirected;0.0244898
5;11;Undirected;0.0163265
5;14;Undirected;0.022449
5;17;Undirected;0.0204082
5;46;Undirected;0.0285714
6;7;Undirected;0.0408163
6;8;Undirected;0.0489796
6;9;Undirected;0.0326531
6;10;Undirected;0.0244898
6;11;Undirected;0.0204082
6;14;Undirected;0.0265306
6;15;Undirected;0.0265306
6;18;Undirected;0.022449
6;39;Undirected;0.0244898
6;41;Undirected;0.0204082
6;45;Undirected;0.0204082
6;46;Undirected;0.0653061
6;48;Undirected;0.0204082
7;8;Undirected;0.0326531
7;9;Undirected;0.0244898
7;10;Undirected;0.0163265
7;11;Undirected;0.0122449
7;14;Undirected;0.0183673
7;15;Undirected;0.0183673
7;18;Undirected;0.0142857
7;39;Undirected;0.0163265
7;41;Undirected;0.0122449
7;45;Undirected;0.0122449
7;46;Undirected;0.0489796
7;48;Undirected;0.0122449
8;9;Undirected;0.0285714
8;10;Undirected;0.0204082
8;11;Undirected;0.0163265
8;14;Undirected;0.022449
8;15;Undirected;0.022449
8;18;Undirected;0.0183673
8;39;Undirected;0.0204082
8;41;Undirected;0.0163265
8;45;Undirected;0.0163265
8;46;Undirected;0.0571429
8;48;Undirected;0.0163265
9;10;Undirected;0.0571429
9;11;Undirected;0.0489796
9;14;Undirected;0.0918367
9;15;Undirected;0.0306122
9;18;Undirected;0.0265306
9;38;Undirected;0.0265306
9;39;Undirected;0.0285714
9;40;Undirected;0.0244898
9;41;Undirected;0.0244898
9;45;Undirected;0.0244898
9;46;Undirected;0.293878
9;48;Undirected;0.0244898
10;14;Undirected;0.022449
10;18;Undirected;0.0183673
10;39;Undirected;0.0204082
10;41;Undirected;0.0163265
10;45;Undirected;0.0163265
10;46;Undirected;0.0571429
10;48;Undirected;0.0163265
11;14;Undirected;0.055102
11;15;Undirected;0.0183673
11;17;Undirected;0.0163265
11;38;Undirected;0.0142857
11;40;Undirected;0.0122449
11;46;Undirected;0.0979592
12;46;Undirected;0.0244898
13;46;Undirected;0.022449
14;15;Undirected;0.0489796
14;17;Undirected;0.022449
14;46;Undirected;0.153061
15;46;Undirected;0.0612245
16;46;Undirected;0.0367347
17;46;Undirected;0.0285714
18;19;Undirected;0.0122449
18;20;Undirected;0.0122449
18;39;Undirected;0.0183673
18;41;Undirected;0.0142857
18;45;Undirected;0.0142857
18;46;Undirected;0.0530612
18;48;Undirected;0.0142857
19;46;Undirected;0.022449
20;46;Undirected;0.022449
21;46;Undirected;0.0367347
22;46;Undirected;0.0265306
23;28;Undirected;0.0530612
23;29;Undirected;0.0734694
23;30;Undirected;0.0530612
23;31;Undirected;0.044898
23;32;Undirected;0.044898
23;44;Undirected;0.0285714
23;46;Undirected;0.0693878
24;25;Undirected;0.0530612
24;33;Undirected;0.0142857
24;35;Undirected;0.0163265
24;40;Undirected;0.0142857
24;41;Undirected;0.0142857
24;46;Undirected;0.0530612
25;33;Undirected;0.0244898
25;35;Undirected;0.0265306
25;40;Undirected;0.0244898
25;41;Undirected;0.0244898
25;46;Undirected;0.0734694
26;46;Undirected;0.022449
27;46;Undirected;0.0183673
28;29;Undirected;0.0612245
28;30;Undirected;0.0408163
28;31;Undirected;0.0326531
28;32;Undirected;0.0326531
28;44;Undirected;0.022449
28;46;Undirected;0.0571429
29;30;Undirected;0.0612245
29;31;Undirected;0.0530612
29;32;Undirected;0.0530612
29;44;Undirected;0.0326531
29;46;Undirected;0.077551
30;31;Undirected;0.0326531
30;32;Undirected;0.0326531
30;44;Undirected;0.022449
30;46;Undirected;0.0571429
31;32;Undirected;0.0244898
31;44;Undirected;0.0183673
31;46;Undirected;0.0489796
32;44;Undirected;0.0183673
32;46;Undirected;0.0489796
33;35;Undirected;0.0142857
33;40;Undirected;0.0122449
33;41;Undirected;0.0122449
33;46;Undirected;0.0244898
34;35;Undirected;0.0265306
34;42;Undirected;0.0265306
34;46;Undirected;0.0734694
35;37;Undirected;0.0142857
35;39;Undirected;0.0183673
35;40;Undirected;0.0142857
35;41;Undirected;0.0142857
35;42;Undirected;0.0163265
35;46;Undirected;0.106122
36;37;Undirected;0.0244898
36;39;Undirected;0.0285714
36;42;Undirected;0.0265306
36;46;Undirected;0.0367347
36;47;Undirected;0.022449
37;39;Undirected;0.0326531
37;42;Undirected;0.0142857
37;46;Undirected;0.0489796
37;47;Undirected;0.0102041
38;40;Undirected;0.0142857
38;45;Undirected;0.0142857
38;46;Undirected;0.0530612
39;41;Undirected;0.0163265
39;42;Undirected;0.0183673
39;45;Undirected;0.0163265
39;46;Undirected;0.0857143
39;47;Undirected;0.0142857
39;48;Undirected;0.0163265
40;41;Undirected;0.0122449
40;46;Undirected;0.0489796
41;45;Undirected;0.0122449
41;46;Undirected;0.0489796
41;48;Undirected;0.0122449
42;46;Undirected;0.0530612
42;47;Undirected;0.0122449
44;46;Undirected;0.0612245
45;46;Undirected;0.0489796
45;48;Undirected;0.0122449
46;47;Undirected;0.022449
46;48;Undirected;0.0244898
