Id;Label
0;Проф деят_0(PK-2,UK-3,UK-6)
1;Эффектив реч общ_0(UK-4)
2;Технологии личн_1(UK-3,UK-6,UK-9)
3;Объектно-ориент_1(PK-7)
4;Разработка web-_1(PK-7)
5;БД_1(PK-8)
6;Нейронные сети _3(PK-7,UK-1)
7;Методы искусств_2(PK-7,UK-1)
8;Агентное модели_2(PK-7,UK-1)
9;Командный курсо_2(PK-1,PK-3,PK-4,PK-5,PK-6,UK-1,UK-2,UK-3)
10;Командный курсо_3(PK-1,PK-3,PK-4,PK-5,PK-6,UK-1,UK-2,UK-3)
11;Анализ неструкт_3(PK-4,UK-1)
12;Управление прог_3(PK-1,PK-7,PK-8,UK-2)
13;Экономическая к_3(UK-10)
14;Основы профилак_3(UK-11)
15;Управление треб_3(PK-1,PK-3,PK-4,PK-7,PK-8)
16;Теория и технол_2(PK-3,PK-7)
17;Теория эволюцио_2(PK-2)
18;Хранилища данны_3(PK-8)
19;Философия_1(UK-1,UK-5)
20;История России_0(UK-5)
21;Всеобщая истори_0(UK-5)
22;Ин Яз_0(UK-4)
23;Ин Яз_1(UK-4)
24;БЖД_1(UK-8)
25;Физика_0(OPK-1,OPK-2)
26;Физика_1(OPK-1,OPK-2)
27;Информатика_0(OPK-10,OPK-7)
28;Основы программ_0(OPK-10,OPK-7)
29;Физ культ_0(UK-7)
30;Физ культ_2(UK-7)
31;Алгебра и геоме_0(OPK-1,OPK-2)
32;Мат Анализ_0(OPK-1,OPK-2)
33;Дискретная мате_0(OPK-1,OPK-2)
34;Теория вероятно_1(OPK-1,OPK-2)
35;Математическая _1(OPK-1,OPK-2)
36;Математическая _1(OPK-7)
37;Электротехника _1(OPK-3,OPK-4)
38;Теория автомати_2(OPK-3,OPK-7,OPK-8,OPK-9)
39;Теория систем_2(OPK-6)
40;Статистический _1(OPK-6,OPK-8)
41;Защита интеллек_2(OPK-5,UK-2)
42;Методы машинног_2(OPK-6,OPK-8,UK-1)
43;Методы оптимиза_2(OPK-7,UK-2)
44;Управление в ор_3(OPK-7,UK-1)
45;Моделирование с_3(OPK-3,OPK-6)
46;Ознакомительная_0(OPK-1,UK-6)
47;Ознакомительная_1(OPK-1,UK-6)
48;Научно-исследов_3(OPK-5,UK-1)
49;Выполнение, под_3(OPK-1,OPK-10,OPK-2,OPK-3,OPK-4,OPK-5,OPK-6,OPK-7,OPK-8,OPK-9,PK-1,PK-2,PK-3,PK-4,PK-5,PK-6,PK-7,PK-8,UK-1,UK-10,UK-11,UK-2,UK-3,UK-4,UK-5,UK-6,UK-7,UK-8,UK-9)
50;Архитектура выч_2(OPK-6)
51;Компьютерное зр_3(UK-1)
