Source;Target;Type;Weight
0;46;Undirected;0.022449
1;22;Undirected;0.0142857
2;47;Undirected;0.0122449
3;4;Undirected;0.022449
6;10;Undirected;0.022449
6;11;Undirected;0.0244898
6;12;Undirected;0.0204082
6;15;Undirected;0.0265306
6;44;Undirected;0.0204082
6;48;Undirected;0.0204082
6;49;Undirected;0.0653061
6;51;Undirected;0.0204082
7;8;Undirected;0.0326531
7;9;Undirected;0.0163265
7;16;Undirected;0.0183673
7;42;Undirected;0.0163265
8;9;Undirected;0.0204082
8;16;Undirected;0.022449
8;42;Undirected;0.0204082
9;16;Undirected;0.022449
9;41;Undirected;0.0183673
9;42;Undirected;0.0204082
9;43;Undirected;0.0163265
9;10;Undirected;0.146939
10;11;Undirected;0.0367347
10;12;Undirected;0.0285714
10;15;Undirected;0.0612245
10;44;Undirected;0.0142857
10;48;Undirected;0.0142857
10;49;Undirected;0.212245
10;51;Undirected;0.0142857
11;15;Undirected;0.022449
11;44;Undirected;0.0163265
11;48;Undirected;0.0163265
11;49;Undirected;0.0571429
11;51;Undirected;0.0163265
12;15;Undirected;0.055102
12;18;Undirected;0.0163265
12;49;Undirected;0.0979592
13;49;Undirected;0.0244898
14;49;Undirected;0.022449
15;18;Undirected;0.022449
15;49;Undirected;0.153061
18;49;Undirected;0.0285714
22;23;Undirected;0.0183673
25;31;Undirected;0.0367347
25;32;Undirected;0.0571429
25;33;Undirected;0.0367347
25;46;Undirected;0.0142857
25;26;Undirected;0.0326531
26;34;Undirected;0.0285714
26;35;Undirected;0.0285714
26;47;Undirected;0.0142857
27;28;Undirected;0.0530612
31;32;Undirected;0.0612245
31;33;Undirected;0.0408163
31;46;Undirected;0.0163265
32;33;Undirected;0.0612245
32;46;Undirected;0.0265306
33;46;Undirected;0.0163265
34;35;Undirected;0.0244898
34;47;Undirected;0.0122449
35;47;Undirected;0.0122449
38;42;Undirected;0.0183673
38;43;Undirected;0.0142857
39;42;Undirected;0.0285714
39;50;Undirected;0.022449
41;43;Undirected;0.0142857
42;50;Undirected;0.0142857
44;48;Undirected;0.0122449
44;49;Undirected;0.0489796
44;51;Undirected;0.0122449
45;49;Undirected;0.0530612
46;47;Undirected;0.0244898
48;49;Undirected;0.0489796
48;51;Undirected;0.0122449
49;51;Undirected;0.0244898
