Id;Label
0;Программно-аппа_4(PK-2,PK-3,PK-5)
1;Программно-аппа_5(PK-2,PK-3,PK-5)
2;Междисциплинарн_5(PK-1,PK-3,PK-4)
3;Управление инфо_5(PK-1,PK-5)
4;Комплексная защ_5(PK-1,PK-2,PK-3,PK-5)
5;Администрирован_5(PK-5)
6;Математическое _4(PK-4)
7;Модели безопасн_3(PK-4)
8;Философия_2(UK-1)
9;История (истори_1(OPK-17,UK-5)
10;Иностранный язы_1(UK-4)
11;Иностранный язы_2(UK-4)
12;Безопасность жи_3(UK-8)
13;Основы информац_3(OPK-1,OPK-11,OPK-4)
14;Операционные си_4(OPK-12,OPK-9)
15;Компьютерные се_4(OPK-9)
16;Системы управле_3(OPK-14,OPK-9)
17;Защита в операц_4(OPK-9)
18;Защита информац_3(OPK-4,OPK-9)
19;Основы построен_5(OPK-15,OPK-4)
20;Основы построен_5(OPK-14)
21;Методы и средст_4(OPK-10)
22;Методы и средст_5(OPK-10)
23;Криптографическ_5(OPK-10)
24;Физическая куль_1(UK-7)
25;Физическая куль_3(UK-7)
26;Правоведение_1(UK-10,UK-2)
27;Личностное разв_3(UK-3,UK-6)
28;Теория и практи_2(UK-4)
29;Экономическая к_3(UK-9)
30;Введение в проф_1(OPK-1)
31;Организационное_5(OPK-4,OPK-5,OPK-6)
32;Алгебра_1(OPK-3)
33;Аналитическая г_1(OPK-3)
34;Дополнительные _2(OPK-3)
35;Математический _1(OPK-3)
36;Дополнительные _2(OPK-3)
37;Дискретная мате_1(OPK-3)
38;Математическая _2(OPK-3)
39;Теория вероятно_2(OPK-3)
40;Теория вероятно_3(OPK-3)
41;Дифференциальны_2(OPK-3)
42;Теория функций _3(OPK-3)
43;Численные метод_3(OPK-2,OPK-3)
44;Исследование оп_4(OPK-3)
45;Физика_1(OPK-4)
46;Физика_2(OPK-4)
47;Сети и системы _4(OPK-4)
48;Электроника и с_2(OPK-4)
49;Электроника и с_3(OPK-4)
50;Информатика_1(OPK-1)
51;Информационные _2(OPK-1)
52;Аппаратные сред_3(OPK-2)
53;Языки программи_1(OPK-7)
54;Языки программи_2(OPK-7)
55;Технологии и ме_4(OPK-7)
56;Параллельное пр_4(OPK-7)
57;Теория информац_3(OPK-1)
58;Теоретико-число_3(OPK-3)
59;Защита программ_4(OPK-13,OPK-16)
60;Открытые информ_5(OPK-6)
61;Основы научных _4(OPK-8)
62;Основы управлен_5(UK-1,UK-2,UK-3)
63;Искусственный и_5(OPK-3)
64;Документоведени_4(OPK-1)
65;Английский язык_3(UK-4)
66;Акмеология_4(UK-6)
67;Учебно-лаборато_2(PK-1)
68;Эксплуатационно_3(PK-5)
69;Ознакомительная_1(OPK-1)
70;Научно-исследов_4(OPK-8)
71;Научно-исследов_5(OPK-8)
72;Научно-исследов_6(OPK-8)
73;Подготовка к пр_6(OPK-1,OPK-10,OPK-11,OPK-12,OPK-13,OPK-14,OPK-15,OPK-16,OPK-17,OPK-2,OPK-3,OPK-4,OPK-5,OPK-6,OPK-7,OPK-8,OPK-9,PK-1,PK-2,PK-3,PK-4,PK-5,UK-1,UK-10,UK-2,UK-3,UK-4,UK-5,UK-6,UK-7,UK-8,UK-9)
74;Подготовка к сд_6(PK-1,PK-2,PK-3,PK-4)
75;Основы стеганог_4(OPK-13)
76;Цифровая обрабо_3(OPK-2)
