Source;Target;Type;Weight
0;1;Undirected;0.0362903
0;2;Undirected;0.0362903
1;2;Undirected;0.0241935
2;10;Undirected;0.0201613
2;11;Undirected;0.0846774
3;4;Undirected;0.145161
3;5;Undirected;0.145161
3;6;Undirected;0.145161
3;7;Undirected;0.145161
3;9;Undirected;0.129032
4;5;Undirected;0.145161
4;6;Undirected;0.145161
4;7;Undirected;0.145161
4;9;Undirected;0.0806452
5;6;Undirected;0.145161
5;7;Undirected;0.145161
5;9;Undirected;0.0806452
6;7;Undirected;0.193548
6;9;Undirected;0.0806452
7;9;Undirected;0.120968
8;10;Undirected;0.0645161
8;11;Undirected;0.0967742
9;13;Undirected;0.0483871
9;10;Undirected;0.120968
10;11;Undirected;0.241935
