Id;Label
0;Теория чисел, к_1(PK-1,PK-3)
1;Математические _1(PK-2,PK-3,PK-4)
2;Решение полином_1(PK-1,PK-4,UK-2)
3;Символьные и ал_0(OPK-1,OPK-2,UK-1)
4;Численная линей_0(OPK-1,OPK-2,OPK-3)
5;Мат моделирование_0(OPK-1,OPK-2,OPK-3)
6;Численный анали_0(OPK-1,OPK-2,OPK-3,OPK-4)
7;Вычислительная _0(OPK-1,OPK-2,OPK-3,OPK-4,UK-2)
8;Компьютерная ал_1(OPK-1,OPK-2,OPK-4)
9;Научно-исследов_0(OPK-1,OPK-2,UK-2,UK-4,UK-5)
10;Научно-исследов_1(OPK-1,OPK-2,UK-2,UK-4,UK-5)
11;НИР_1(OPK-1,OPK-3,UK-1,UK-2,UK-3,UK-4,UK-6)
12;Вычислительная _0(PK-2)
13;Основы написани_0(UK-4,UK-5)
