Source;Target;Type;Weight
0;1;Undirected;0.0241935
2;23;Undirected;0.0322581
3;4;Undirected;0.0322581
3;5;Undirected;0.0806452
3;6;Undirected;0.0483871
3;22;Undirected;0.0282258
4;5;Undirected;0.0322581
4;6;Undirected;0.0403226
5;6;Undirected;0.0483871
5;22;Undirected;0.0282258
8;12;Undirected;0.0443548
8;18;Undirected;0.0443548
8;19;Undirected;0.0241935
10;13;Undirected;0.0241935
11;14;Undirected;0.0362903
11;19;Undirected;0.0282258
12;19;Undirected;0.0443548
12;21;Undirected;0.0685484
14;19;Undirected;0.0322581
14;20;Undirected;0.0322581
16;17;Undirected;0.0483871
