Source;Target;Type;Weight
1;16;Undirected;0.0282258
2;5;Undirected;0.0322581
3;4;Undirected;0.0322581
3;20;Undirected;0.0241935
5;6;Undirected;0.0282258
6;7;Undirected;0.0241935
8;11;Undirected;0.0967742
8;21;Undirected;0.0362903
9;10;Undirected;0.0483871
9;23;Undirected;0.0201613
10;21;Undirected;0.0241935
10;23;Undirected;0.0201613
11;21;Undirected;0.0362903
11;12;Undirected;0.0967742
12;22;Undirected;0.0604839
13;15;Undirected;0.0483871
17;18;Undirected;0.0322581
17;19;Undirected;0.0322581
18;19;Undirected;0.0403226
20;24;Undirected;0.0201613
