Source;Target;Type;Weight
0;4;Undirected;0.0241935
0;5;Undirected;0.0282258
0;6;Undirected;0.0282258
0;7;Undirected;0.0241935
0;10;Undirected;0.0322581
0;11;Undirected;0.0645161
0;21;Undirected;0.104839
0;22;Undirected;0.0201613
0;23;Undirected;0.0201613
1;6;Undirected;0.0282258
1;8;Undirected;0.0241935
1;9;Undirected;0.0322581
1;16;Undirected;0.0564516
1;19;Undirected;0.0362903
1;20;Undirected;0.0967742
1;21;Undirected;0.262097
2;3;Undirected;0.0524194
2;5;Undirected;0.0403226
2;8;Undirected;0.0362903
2;9;Undirected;0.0443548
2;16;Undirected;0.0403226
2;19;Undirected;0.0967742
2;20;Undirected;0.120968
2;21;Undirected;0.193548
3;4;Undirected;0.0403226
3;10;Undirected;0.0483871
3;19;Undirected;0.0524194
3;20;Undirected;0.0645161
3;21;Undirected;0.137097
4;6;Undirected;0.0282258
4;9;Undirected;0.0322581
4;10;Undirected;0.0322581
4;11;Undirected;0.0322581
4;21;Undirected;0.157258
4;22;Undirected;0.0201613
4;23;Undirected;0.0201613
5;7;Undirected;0.0282258
5;8;Undirected;0.0282258
5;9;Undirected;0.0362903
5;10;Undirected;0.0362903
5;11;Undirected;0.0362903
5;21;Undirected;0.112903
6;8;Undirected;0.0282258
6;9;Undirected;0.0362903
6;11;Undirected;0.0362903
6;21;Undirected;0.112903
6;22;Undirected;0.0241935
6;23;Undirected;0.0241935
7;10;Undirected;0.0322581
7;11;Undirected;0.0322581
7;21;Undirected;0.0524194
8;9;Undirected;0.0645161
8;21;Undirected;0.104839
9;21;Undirected;0.181452
10;11;Undirected;0.0403226
10;21;Undirected;0.120968
11;21;Undirected;0.120968
11;22;Undirected;0.0282258
11;23;Undirected;0.0282258
12;13;Undirected;0.0806452
12;14;Undirected;0.0362903
12;15;Undirected;0.0403226
12;17;Undirected;0.0322581
12;21;Undirected;0.225806
13;15;Undirected;0.145161
13;16;Undirected;0.0403226
13;17;Undirected;0.0403226
13;20;Undirected;0.0604839
13;21;Undirected;0.322581
14;20;Undirected;0.0564516
14;21;Undirected;0.120968
15;16;Undirected;0.0403226
15;17;Undirected;0.0806452
15;20;Undirected;0.0604839
15;21;Undirected;0.258065
16;17;Undirected;0.0322581
16;18;Undirected;0.0564516
16;19;Undirected;0.0806452
16;20;Undirected;0.104839
16;21;Undirected;0.33871
17;21;Undirected;0.112903
18;19;Undirected;0.0362903
18;20;Undirected;0.0483871
18;21;Undirected;0.104839
19;20;Undirected;0.241935
19;21;Undirected;0.258065
20;21;Undirected;0.53629
21;22;Undirected;0.0483871
21;23;Undirected;0.0483871
22;23;Undirected;0.016129
