Source;Target;Type;Weight
0;1;Undirected;0.0142276
0;4;Undirected;0.0142276
1;4;Undirected;0.0162602
2;5;Undirected;0.0223577
3;6;Undirected;0.0121951
3;13;Undirected;0.0121951
4;31;Undirected;0.0162602
4;54;Undirected;0.0142276
6;13;Undirected;0.0121951
8;9;Undirected;0.0223577
8;10;Undirected;0.0182927
8;20;Undirected;0.0223577
8;26;Undirected;0.0182927
8;27;Undirected;0.0182927
8;28;Undirected;0.0223577
8;56;Undirected;0.0162602
9;10;Undirected;0.0162602
9;20;Undirected;0.0203252
9;26;Undirected;0.0162602
9;27;Undirected;0.0162602
9;28;Undirected;0.0203252
9;56;Undirected;0.0142276
10;20;Undirected;0.0162602
10;26;Undirected;0.0121951
10;27;Undirected;0.0121951
10;28;Undirected;0.0162602
10;56;Undirected;0.0101626
12;16;Undirected;0.0121951
18;19;Undirected;0.0162602
18;23;Undirected;0.0142276
18;24;Undirected;0.0223577
18;25;Undirected;0.0142276
18;30;Undirected;0.0142276
19;23;Undirected;0.0142276
19;24;Undirected;0.0223577
19;25;Undirected;0.0142276
19;30;Undirected;0.0142276
20;26;Undirected;0.0162602
20;27;Undirected;0.0162602
20;28;Undirected;0.0203252
20;56;Undirected;0.0142276
23;24;Undirected;0.0203252
23;25;Undirected;0.0243902
23;30;Undirected;0.0121951
24;25;Undirected;0.0203252
24;30;Undirected;0.0203252
25;30;Undirected;0.0121951
26;27;Undirected;0.0243902
26;28;Undirected;0.0325203
26;56;Undirected;0.0101626
27;28;Undirected;0.0325203
27;56;Undirected;0.0101626
28;56;Undirected;0.0142276
31;54;Undirected;0.0142276
34;45;Undirected;0.0142276
34;35;Undirected;0.0182927
37;41;Undirected;0.0162602
37;42;Undirected;0.0264228
37;43;Undirected;0.0162602
41;42;Undirected;0.0304878
41;43;Undirected;0.0203252
42;43;Undirected;0.0304878
44;54;Undirected;0.0162602
48;49;Undirected;0.0162602
