Source;Target;Type;Weight
0;1;Undirected;0.0362903
2;3;Undirected;0.0322581
2;6;Undirected;0.0564516
2;7;Undirected;0.0282258
3;6;Undirected;0.0564516
3;7;Undirected;0.0564516
3;20;Undirected;0.0282258
5;23;Undirected;0.0241935
5;6;Undirected;0.0846774
6;7;Undirected;0.0483871
6;20;Undirected;0.0241935
7;20;Undirected;0.0241935
8;11;Undirected;0.0967742
8;21;Undirected;0.0362903
9;10;Undirected;0.0483871
10;21;Undirected;0.0241935
11;21;Undirected;0.0362903
11;12;Undirected;0.0967742
12;22;Undirected;0.0604839
13;15;Undirected;0.0483871
16;23;Undirected;0.0201613
16;24;Undirected;0.0201613
17;18;Undirected;0.0322581
17;19;Undirected;0.0322581
18;19;Undirected;0.0403226
23;24;Undirected;0.016129
