Source;Target;Type;Weight
0;1;Undirected;0.0443548
0;3;Undirected;0.0362903
1;3;Undirected;0.0322581
1;2;Undirected;0.0645161
2;4;Undirected;0.0322581
2;5;Undirected;0.0483871
2;6;Undirected;0.0241935
2;7;Undirected;0.0241935
3;4;Undirected;0.0645161
4;5;Undirected;0.0645161
4;6;Undirected;0.0322581
4;7;Undirected;0.0322581
5;6;Undirected;0.0725806
5;7;Undirected;0.0483871
6;7;Undirected;0.0241935
8;14;Undirected;0.0483871
8;20;Undirected;0.0201613
9;10;Undirected;0.0483871
9;11;Undirected;0.120968
9;12;Undirected;0.129032
10;11;Undirected;0.0524194
10;12;Undirected;0.0564516
11;12;Undirected;0.137097
11;13;Undirected;0.0645161
13;18;Undirected;0.0443548
14;18;Undirected;0.0241935
14;20;Undirected;0.0201613
15;17;Undirected;0.0362903
15;19;Undirected;0.0483871
15;21;Undirected;0.0201613
17;19;Undirected;0.0604839
