Source;Target;Type;Weight
0;2;Undirected;0.0204918
0;3;Undirected;0.0266393
0;6;Undirected;0.0286885
0;7;Undirected;0.0163934
0;8;Undirected;0.022541
2;3;Undirected;0.0266393
2;4;Undirected;0.0163934
2;5;Undirected;0.0163934
2;6;Undirected;0.0286885
2;7;Undirected;0.0163934
2;8;Undirected;0.067623
3;6;Undirected;0.0348361
3;7;Undirected;0.045082
3;8;Undirected;0.0286885
4;5;Undirected;0.0122951
4;8;Undirected;0.0184426
5;8;Undirected;0.0184426
6;7;Undirected;0.0245902
6;8;Undirected;0.0307377
7;8;Undirected;0.0184426
10;11;Undirected;0.0163934
11;15;Undirected;0.0204918
11;16;Undirected;0.0204918
12;18;Undirected;0.0204918
14;17;Undirected;0.0122951
15;16;Undirected;0.0204918
15;20;Undirected;0.0163934
17;18;Undirected;0.0163934
18;20;Undirected;0.0163934
24;36;Undirected;0.0143443
24;25;Undirected;0.0184426
27;30;Undirected;0.0143443
27;40;Undirected;0.0245902
27;44;Undirected;0.022541
28;45;Undirected;0.0143443
29;47;Undirected;0.0184426
29;30;Undirected;0.0409836
30;40;Undirected;0.0143443
31;47;Undirected;0.0163934
33;34;Undirected;0.0409836
35;46;Undirected;0.0204918
38;43;Undirected;0.0143443
39;43;Undirected;0.0245902
40;44;Undirected;0.022541
