Source;Target;Type;Weight
0;1;Undirected;0.0163934
0;48;Undirected;0.0204918
1;48;Undirected;0.0204918
2;4;Undirected;0.022541
2;27;Undirected;0.0245902
2;31;Undirected;0.0286885
2;46;Undirected;0.0307377
2;48;Undirected;0.0614754
3;48;Undirected;0.0184426
4;31;Undirected;0.0143443
4;46;Undirected;0.0163934
4;48;Undirected;0.0327869
5;6;Undirected;0.0614754
5;7;Undirected;0.0286885
5;9;Undirected;0.0307377
5;11;Undirected;0.022541
5;12;Undirected;0.022541
5;15;Undirected;0.022541
5;16;Undirected;0.0163934
5;19;Undirected;0.0163934
5;20;Undirected;0.0204918
5;21;Undirected;0.0532787
5;23;Undirected;0.0204918
5;24;Undirected;0.0163934
5;25;Undirected;0.0163934
5;26;Undirected;0.0163934
5;28;Undirected;0.0163934
5;29;Undirected;0.0327869
5;31;Undirected;0.0204918
5;35;Undirected;0.0327869
5;36;Undirected;0.0163934
5;37;Undirected;0.0409836
5;42;Undirected;0.022541
5;44;Undirected;0.0286885
5;45;Undirected;0.022541
5;46;Undirected;0.022541
5;47;Undirected;0.0163934
5;48;Undirected;0.045082
6;7;Undirected;0.0389344
6;9;Undirected;0.0409836
6;11;Undirected;0.0327869
6;12;Undirected;0.0327869
6;15;Undirected;0.0327869
6;16;Undirected;0.0266393
6;19;Undirected;0.0266393
6;20;Undirected;0.0307377
6;21;Undirected;0.0737705
6;23;Undirected;0.0307377
6;24;Undirected;0.0266393
6;25;Undirected;0.0266393
6;26;Undirected;0.0266393
6;28;Undirected;0.0266393
6;29;Undirected;0.0532787
6;31;Undirected;0.0307377
6;35;Undirected;0.0532787
6;36;Undirected;0.0266393
6;37;Undirected;0.0614754
6;42;Undirected;0.0327869
6;44;Undirected;0.0389344
6;45;Undirected;0.0327869
6;46;Undirected;0.0327869
6;47;Undirected;0.0266393
6;48;Undirected;0.0655738
7;8;Undirected;0.0409836
7;9;Undirected;0.0778689
7;11;Undirected;0.0922131
7;12;Undirected;0.0614754
7;13;Undirected;0.0286885
7;15;Undirected;0.0307377
7;16;Undirected;0.0245902
7;19;Undirected;0.0245902
7;20;Undirected;0.057377
7;21;Undirected;0.0348361
7;22;Undirected;0.0286885
7;23;Undirected;0.0286885
7;24;Undirected;0.0737705
7;25;Undirected;0.0491803
7;28;Undirected;0.0491803
7;29;Undirected;0.0245902
7;30;Undirected;0.0614754
7;31;Undirected;0.0860656
7;35;Undirected;0.0245902
7;36;Undirected;0.0491803
7;37;Undirected;0.0286885
7;42;Undirected;0.0614754
7;43;Undirected;0.0614754
7;44;Undirected;0.0737705
7;45;Undirected;0.0922131
7;46;Undirected;0.0307377
7;47;Undirected;0.0245902
7;48;Undirected;0.0922131
7;49;Undirected;0.022541
7;50;Undirected;0.022541
8;9;Undirected;0.0430328
8;10;Undirected;0.0286885
8;11;Undirected;0.0348361
8;12;Undirected;0.0696721
8;13;Undirected;0.0655738
8;14;Undirected;0.0655738
8;15;Undirected;0.0348361
8;16;Undirected;0.0286885
8;18;Undirected;0.0286885
8;19;Undirected;0.057377
8;20;Undirected;0.0327869
8;21;Undirected;0.0389344
8;22;Undirected;0.0327869
8;24;Undirected;0.0286885
8;25;Undirected;0.0286885
8;28;Undirected;0.0286885
8;30;Undirected;0.0696721
8;31;Undirected;0.0327869
8;32;Undirected;0.0327869
8;33;Undirected;0.0286885
8;35;Undirected;0.0286885
8;36;Undirected;0.057377
8;37;Undirected;0.0327869
8;39;Undirected;0.0327869
8;40;Undirected;0.057377
8;41;Undirected;0.0286885
8;42;Undirected;0.0348361
8;43;Undirected;0.0348361
8;44;Undirected;0.0819672
8;45;Undirected;0.0348361
8;46;Undirected;0.0696721
8;47;Undirected;0.0286885
8;48;Undirected;0.17418
8;50;Undirected;0.0266393
9;10;Undirected;0.0266393
9;11;Undirected;0.0983607
9;12;Undirected;0.0655738
9;13;Undirected;0.0614754
9;14;Undirected;0.0614754
9;15;Undirected;0.0327869
9;16;Undirected;0.0532787
9;19;Undirected;0.079918
9;20;Undirected;0.0614754
9;21;Undirected;0.0368852
9;22;Undirected;0.0614754
9;23;Undirected;0.0307377
9;24;Undirected;0.079918
9;25;Undirected;0.079918
9;28;Undirected;0.0532787
9;29;Undirected;0.0266393
9;30;Undirected;0.0655738
9;31;Undirected;0.0614754
9;32;Undirected;0.0307377
9;34;Undirected;0.0266393
9;35;Undirected;0.0266393
9;36;Undirected;0.0532787
9;37;Undirected;0.0307377
9;42;Undirected;0.0655738
9;43;Undirected;0.0327869
9;44;Undirected;0.116803
9;45;Undirected;0.0655738
9;46;Undirected;0.0983607
9;47;Undirected;0.0266393
9;48;Undirected;0.163934
9;49;Undirected;0.0245902
9;50;Undirected;0.0245902
10;12;Undirected;0.0184426
10;13;Undirected;0.0163934
10;16;Undirected;0.0122951
10;17;Undirected;0.0122951
10;18;Undirected;0.0245902
10;19;Undirected;0.0245902
10;22;Undirected;0.0163934
10;24;Undirected;0.0122951
10;25;Undirected;0.0122951
10;30;Undirected;0.0184426
10;31;Undirected;0.0163934
10;32;Undirected;0.0327869
10;33;Undirected;0.0245902
10;34;Undirected;0.0122951
10;39;Undirected;0.0163934
10;40;Undirected;0.0122951
10;41;Undirected;0.0245902
10;44;Undirected;0.0245902
10;48;Undirected;0.0553279
10;49;Undirected;0.0102459
11;12;Undirected;0.0491803
11;13;Undirected;0.022541
11;14;Undirected;0.022541
11;15;Undirected;0.0245902
11;16;Undirected;0.0184426
11;19;Undirected;0.0184426
11;20;Undirected;0.045082
11;21;Undirected;0.0286885
11;22;Undirected;0.022541
11;23;Undirected;0.022541
11;24;Undirected;0.0553279
11;25;Undirected;0.0368852
11;27;Undirected;0.0184426
11;28;Undirected;0.0368852
11;29;Undirected;0.0184426
11;30;Undirected;0.0491803
11;31;Undirected;0.067623
11;35;Undirected;0.0184426
11;36;Undirected;0.0368852
11;37;Undirected;0.022541
11;42;Undirected;0.0491803
11;43;Undirected;0.0491803
11;44;Undirected;0.0614754
11;45;Undirected;0.0737705
11;46;Undirected;0.0491803
11;47;Undirected;0.0368852
11;48;Undirected;0.122951
11;49;Undirected;0.0163934
11;50;Undirected;0.0163934
12;13;Undirected;0.045082
12;15;Undirected;0.0491803
12;16;Undirected;0.0184426
12;18;Undirected;0.0184426
12;19;Undirected;0.0368852
12;20;Undirected;0.067623
12;21;Undirected;0.0286885
12;22;Undirected;0.045082
12;23;Undirected;0.067623
12;24;Undirected;0.0368852
12;25;Undirected;0.0553279
12;28;Undirected;0.0553279
12;29;Undirected;0.0184426
12;30;Undirected;0.0245902
12;31;Undirected;0.067623
12;32;Undirected;0.022541
12;33;Undirected;0.0368852
12;34;Undirected;0.0184426
12;35;Undirected;0.0184426
12;36;Undirected;0.0553279
12;37;Undirected;0.022541
12;39;Undirected;0.045082
12;40;Undirected;0.0368852
12;41;Undirected;0.0368852
12;42;Undirected;0.0737705
12;43;Undirected;0.0491803
12;44;Undirected;0.0922131
12;45;Undirected;0.0737705
12;46;Undirected;0.0491803
12;47;Undirected;0.0553279
12;48;Undirected;0.147541
12;50;Undirected;0.0163934
13;14;Undirected;0.0204918
13;15;Undirected;0.045082
13;16;Undirected;0.0163934
13;18;Undirected;0.0163934
13;19;Undirected;0.0163934
13;20;Undirected;0.0409836
13;22;Undirected;0.0614754
13;23;Undirected;0.0204918
13;24;Undirected;0.0327869
13;25;Undirected;0.0655738
13;26;Undirected;0.0163934
13;28;Undirected;0.0327869
13;29;Undirected;0.0163934
13;30;Undirected;0.022541
13;31;Undirected;0.0409836
13;32;Undirected;0.0204918
13;34;Undirected;0.0163934
13;36;Undirected;0.0327869
13;39;Undirected;0.0204918
13;40;Undirected;0.0491803
13;42;Undirected;0.067623
13;43;Undirected;0.045082
13;44;Undirected;0.114754
13;45;Undirected;0.022541
13;46;Undirected;0.045082
13;47;Undirected;0.0327869
13;48;Undirected;0.112705
13;49;Undirected;0.0143443
13;50;Undirected;0.0143443
14;15;Undirected;0.022541
14;16;Undirected;0.0163934
14;19;Undirected;0.0163934
14;21;Undirected;0.0266393
14;30;Undirected;0.022541
14;35;Undirected;0.0163934
14;37;Undirected;0.0204918
14;40;Undirected;0.0163934
14;44;Undirected;0.0286885
14;46;Undirected;0.067623
14;47;Undirected;0.0163934
14;48;Undirected;0.0901639
15;16;Undirected;0.0184426
15;19;Undirected;0.0184426
15;20;Undirected;0.045082
15;21;Undirected;0.0286885
15;22;Undirected;0.022541
15;23;Undirected;0.045082
15;24;Undirected;0.0184426
15;25;Undirected;0.0368852
15;28;Undirected;0.0368852
15;29;Undirected;0.0184426
15;30;Undirected;0.0245902
15;31;Undirected;0.045082
15;35;Undirected;0.0184426
15;36;Undirected;0.0368852
15;37;Undirected;0.022541
15;39;Undirected;0.022541
15;40;Undirected;0.0368852
15;42;Undirected;0.0491803
15;43;Undirected;0.0245902
15;44;Undirected;0.0922131
15;45;Undirected;0.0245902
15;46;Undirected;0.0983607
15;47;Undirected;0.0737705
15;48;Undirected;0.0983607
16;19;Undirected;0.0245902
16;20;Undirected;0.0163934
16;21;Undirected;0.045082
16;22;Undirected;0.0163934
16;23;Undirected;0.0163934
16;24;Undirected;0.0245902
16;25;Undirected;0.0245902
16;28;Undirected;0.0122951
16;29;Undirected;0.0122951
16;31;Undirected;0.0163934
16;32;Undirected;0.0163934
16;34;Undirected;0.0122951
16;35;Undirected;0.0245902
16;36;Undirected;0.0122951
16;37;Undirected;0.0327869
16;42;Undirected;0.0184426
16;44;Undirected;0.0491803
16;45;Undirected;0.0184426
16;46;Undirected;0.0184426
16;47;Undirected;0.0122951
16;48;Undirected;0.0553279
16;49;Undirected;0.0102459
17;18;Undirected;0.0122951
17;30;Undirected;0.0368852
17;31;Undirected;0.0163934
17;33;Undirected;0.0122951
17;41;Undirected;0.0122951
17;48;Undirected;0.0553279
17;49;Undirected;0.0102459
18;19;Undirected;0.0122951
18;25;Undirected;0.0122951
18;26;Undirected;0.0122951
18;29;Undirected;0.0122951
18;30;Undirected;0.0184426
18;31;Undirected;0.0163934
18;32;Undirected;0.0163934
18;33;Undirected;0.0245902
18;39;Undirected;0.0163934
18;40;Undirected;0.0245902
18;41;Undirected;0.0245902
18;42;Undirected;0.0184426
18;48;Undirected;0.0553279
19;20;Undirected;0.0163934
19;21;Undirected;0.022541
19;22;Undirected;0.0163934
19;23;Undirected;0.0163934
19;24;Undirected;0.0245902
19;25;Undirected;0.0245902
19;28;Undirected;0.0122951
19;29;Undirected;0.0122951
19;30;Undirected;0.0368852
19;31;Undirected;0.0163934
19;32;Undirected;0.0327869
19;33;Undirected;0.0122951
19;34;Undirected;0.0122951
19;35;Undirected;0.0122951
19;36;Undirected;0.0245902
19;37;Undirected;0.0163934
19;39;Undirected;0.0163934
19;40;Undirected;0.0122951
19;41;Undirected;0.0122951
19;42;Undirected;0.0184426
19;44;Undirected;0.0491803
19;45;Undirected;0.0184426
19;46;Undirected;0.0553279
19;47;Undirected;0.0122951
19;48;Undirected;0.0922131
19;49;Undirected;0.0102459
20;21;Undirected;0.0266393
20;22;Undirected;0.0409836
20;23;Undirected;0.0409836
20;24;Undirected;0.0327869
20;25;Undirected;0.0491803
20;28;Undirected;0.0491803
20;29;Undirected;0.0163934
20;30;Undirected;0.022541
20;31;Undirected;0.0614754
20;35;Undirected;0.0163934
20;36;Undirected;0.0491803
20;37;Undirected;0.0204918
20;39;Undirected;0.0204918
20;40;Undirected;0.0163934
20;42;Undirected;0.067623
20;43;Undirected;0.045082
20;44;Undirected;0.0860656
20;45;Undirected;0.045082
20;46;Undirected;0.045082
20;47;Undirected;0.0327869
20;48;Undirected;0.067623
20;50;Undirected;0.0143443
21;23;Undirected;0.0266393
21;24;Undirected;0.022541
21;25;Undirected;0.022541
21;26;Undirected;0.022541
21;28;Undirected;0.022541
21;29;Undirected;0.045082
21;31;Undirected;0.0266393
21;35;Undirected;0.067623
21;36;Undirected;0.022541
21;37;Undirected;0.079918
21;42;Undirected;0.0286885
21;44;Undirected;0.0348361
21;45;Undirected;0.0286885
21;46;Undirected;0.0286885
21;47;Undirected;0.022541
21;48;Undirected;0.0860656
22;23;Undirected;0.0204918
22;24;Undirected;0.0327869
22;25;Undirected;0.0491803
22;28;Undirected;0.0327869
22;30;Undirected;0.022541
22;31;Undirected;0.0409836
22;32;Undirected;0.0204918
22;34;Undirected;0.0163934
22;36;Undirected;0.0327869
22;39;Undirected;0.0204918
22;40;Undirected;0.0163934
22;42;Undirected;0.045082
22;43;Undirected;0.045082
22;44;Undirected;0.0860656
22;45;Undirected;0.022541
22;46;Undirected;0.022541
22;47;Undirected;0.0163934
22;48;Undirected;0.067623
22;49;Undirected;0.0143443
22;50;Undirected;0.0143443
23;24;Undirected;0.0163934
23;25;Undirected;0.0327869
23;28;Undirected;0.0327869
23;29;Undirected;0.0163934
23;31;Undirected;0.0409836
23;33;Undirected;0.0163934
23;34;Undirected;0.0163934
23;35;Undirected;0.0163934
23;36;Undirected;0.0327869
23;37;Undirected;0.0204918
23;39;Undirected;0.0204918
23;40;Undirected;0.0163934
23;41;Undirected;0.0163934
23;42;Undirected;0.045082
23;43;Undirected;0.022541
23;44;Undirected;0.057377
23;45;Undirected;0.045082
23;46;Undirected;0.045082
23;47;Undirected;0.0327869
23;48;Undirected;0.067623
24;25;Undirected;0.0368852
24;28;Undirected;0.0245902
24;29;Undirected;0.0122951
24;30;Undirected;0.0368852
24;31;Undirected;0.0491803
24;32;Undirected;0.0163934
24;34;Undirected;0.0122951
24;35;Undirected;0.0122951
24;36;Undirected;0.0245902
24;37;Undirected;0.0163934
24;42;Undirected;0.0368852
24;43;Undirected;0.0368852
24;44;Undirected;0.0737705
24;45;Undirected;0.0553279
24;46;Undirected;0.0184426
24;47;Undirected;0.0122951
24;48;Undirected;0.0737705
24;49;Undirected;0.0204918
24;50;Undirected;0.0102459
25;26;Undirected;0.0122951
25;28;Undirected;0.0368852
25;29;Undirected;0.0245902
25;30;Undirected;0.0184426
25;31;Undirected;0.0491803
25;32;Undirected;0.0163934
25;34;Undirected;0.0122951
25;35;Undirected;0.0122951
25;36;Undirected;0.0368852
25;37;Undirected;0.0163934
25;39;Undirected;0.0163934
25;40;Undirected;0.0245902
25;42;Undirected;0.0737705
25;43;Undirected;0.0368852
25;44;Undirected;0.0983607
25;45;Undirected;0.0368852
25;46;Undirected;0.0368852
25;47;Undirected;0.0245902
25;48;Undirected;0.0922131
25;49;Undirected;0.0102459
25;50;Undirected;0.0102459
26;29;Undirected;0.0245902
26;35;Undirected;0.0122951
26;37;Undirected;0.0163934
26;40;Undirected;0.0122951
26;42;Undirected;0.0184426
26;48;Undirected;0.0368852
27;47;Undirected;0.0122951
27;48;Undirected;0.0368852
28;29;Undirected;0.0122951
28;30;Undirected;0.0184426
28;31;Undirected;0.0491803
28;35;Undirected;0.0122951
28;36;Undirected;0.0368852
28;37;Undirected;0.0163934
28;39;Undirected;0.0163934
28;40;Undirected;0.0122951
28;42;Undirected;0.0553279
28;43;Undirected;0.0368852
28;44;Undirected;0.0737705
28;45;Undirected;0.0368852
28;46;Undirected;0.0368852
28;47;Undirected;0.0245902
28;48;Undirected;0.0553279
28;50;Undirected;0.0102459
29;31;Undirected;0.0163934
29;35;Undirected;0.0245902
29;36;Undirected;0.0122951
29;37;Undirected;0.0327869
29;40;Undirected;0.0122951
29;42;Undirected;0.0368852
29;44;Undirected;0.0245902
29;45;Undirected;0.0184426
29;46;Undirected;0.0184426
29;47;Undirected;0.0122951
29;48;Undirected;0.0553279
30;31;Undirected;0.067623
30;33;Undirected;0.0184426
30;36;Undirected;0.0368852
30;41;Undirected;0.0184426
30;42;Undirected;0.0245902
30;43;Undirected;0.0491803
30;44;Undirected;0.0307377
30;45;Undirected;0.0491803
30;46;Undirected;0.0737705
30;47;Undirected;0.0184426
30;48;Undirected;0.172131
30;49;Undirected;0.0327869
30;50;Undirected;0.0163934
31;33;Undirected;0.0163934
31;35;Undirected;0.0163934
31;36;Undirected;0.0491803
31;37;Undirected;0.0204918
31;39;Undirected;0.0204918
31;40;Undirected;0.0163934
31;41;Undirected;0.0163934
31;42;Undirected;0.067623
31;43;Undirected;0.067623
31;44;Undirected;0.0860656
31;45;Undirected;0.067623
31;46;Undirected;0.067623
31;47;Undirected;0.0327869
31;48;Undirected;0.135246
31;49;Undirected;0.0143443
31;50;Undirected;0.0143443
32;33;Undirected;0.0163934
32;34;Undirected;0.0163934
32;39;Undirected;0.0204918
32;40;Undirected;0.0163934
32;41;Undirected;0.0163934
32;44;Undirected;0.0286885
32;48;Undirected;0.045082
32;49;Undirected;0.0143443
33;34;Undirected;0.0122951
33;39;Undirected;0.0163934
33;40;Undirected;0.0122951
33;41;Undirected;0.0368852
33;45;Undirected;0.0184426
33;48;Undirected;0.0553279
34;41;Undirected;0.0122951
34;44;Undirected;0.0245902
34;45;Undirected;0.0184426
34;48;Undirected;0.0368852
34;49;Undirected;0.0102459
35;36;Undirected;0.0122951
35;37;Undirected;0.0491803
35;42;Undirected;0.0184426
35;44;Undirected;0.0245902
35;45;Undirected;0.0184426
35;46;Undirected;0.0184426
35;47;Undirected;0.0122951
35;48;Undirected;0.0553279
36;37;Undirected;0.0163934
36;39;Undirected;0.0163934
36;40;Undirected;0.0122951
36;42;Undirected;0.0553279
36;43;Undirected;0.0368852
36;44;Undirected;0.0737705
36;45;Undirected;0.0368852
36;46;Undirected;0.0553279
36;47;Undirected;0.0245902
36;48;Undirected;0.0737705
36;50;Undirected;0.0102459
37;42;Undirected;0.022541
37;44;Undirected;0.0286885
37;45;Undirected;0.022541
37;46;Undirected;0.022541
37;47;Undirected;0.0163934
37;48;Undirected;0.067623
38;48;Undirected;0.0122951
39;40;Undirected;0.0327869
39;41;Undirected;0.0163934
39;42;Undirected;0.022541
39;43;Undirected;0.022541
39;44;Undirected;0.0286885
39;46;Undirected;0.022541
39;47;Undirected;0.0163934
39;48;Undirected;0.045082
40;41;Undirected;0.0122951
40;42;Undirected;0.0368852
40;43;Undirected;0.0184426
40;44;Undirected;0.0491803
40;46;Undirected;0.0368852
40;47;Undirected;0.0245902
40;48;Undirected;0.0737705
41;45;Undirected;0.0184426
41;48;Undirected;0.0553279
42;43;Undirected;0.0491803
42;44;Undirected;0.0922131
42;45;Undirected;0.0491803
42;46;Undirected;0.0491803
42;47;Undirected;0.0368852
42;48;Undirected;0.0983607
42;50;Undirected;0.0163934
43;44;Undirected;0.0614754
43;45;Undirected;0.0491803
43;46;Undirected;0.0245902
43;47;Undirected;0.0184426
43;48;Undirected;0.0737705
43;49;Undirected;0.0163934
43;50;Undirected;0.0163934
44;45;Undirected;0.0614754
44;46;Undirected;0.0922131
44;47;Undirected;0.0737705
44;48;Undirected;0.153689
44;49;Undirected;0.022541
44;50;Undirected;0.022541
45;46;Undirected;0.0245902
45;47;Undirected;0.0184426
45;48;Undirected;0.0983607
45;49;Undirected;0.0163934
45;50;Undirected;0.0163934
46;47;Undirected;0.0737705
46;48;Undirected;0.196721
47;48;Undirected;0.110656
48;49;Undirected;0.0491803
48;50;Undirected;0.0163934
