Source;Target;Type;Weight
0;3;Undirected;0.0806452
0;4;Undirected;0.0564516
0;5;Undirected;0.0806452
0;7;Undirected;0.0201613
0;9;Undirected;0.0322581
0;10;Undirected;0.108871
0;11;Undirected;0.0443548
0;13;Undirected;0.0645161
0;14;Undirected;0.112903
0;15;Undirected;0.322581
0;19;Undirected;0.0725806
0;20;Undirected;0.0241935
1;3;Undirected;0.145161
1;4;Undirected;0.0725806
1;5;Undirected;0.193548
1;7;Undirected;0.0846774
1;9;Undirected;0.0806452
1;11;Undirected;0.104839
1;13;Undirected;0.0403226
1;14;Undirected;0.0362903
1;15;Undirected;0.33871
1;19;Undirected;0.0322581
2;9;Undirected;0.0362903
2;15;Undirected;0.0443548
2;19;Undirected;0.0282258
3;4;Undirected;0.0362903
3;5;Undirected;0.290323
3;7;Undirected;0.0282258
3;9;Undirected;0.0806452
3;10;Undirected;0.0887097
3;11;Undirected;0.157258
3;14;Undirected;0.0725806
3;15;Undirected;0.290323
3;19;Undirected;0.0967742
3;20;Undirected;0.0322581
4;5;Undirected;0.0725806
4;7;Undirected;0.016129
4;9;Undirected;0.0282258
4;10;Undirected;0.0322581
4;13;Undirected;0.0282258
4;14;Undirected;0.0483871
4;15;Undirected;0.145161
4;19;Undirected;0.0201613
4;20;Undirected;0.0201613
5;7;Undirected;0.0564516
5;9;Undirected;0.0806452
5;10;Undirected;0.0887097
5;11;Undirected;0.157258
5;13;Undirected;0.0403226
5;14;Undirected;0.0725806
5;15;Undirected;0.33871
5;19;Undirected;0.0967742
5;20;Undirected;0.0322581
6;12;Undirected;0.0645161
6;16;Undirected;0.169355
6;17;Undirected;0.0725806
6;18;Undirected;0.108871
7;13;Undirected;0.0201613
7;15;Undirected;0.112903
7;8;Undirected;0.0322581
8;12;Undirected;0.0241935
8;16;Undirected;0.306452
8;18;Undirected;0.112903
9;10;Undirected;0.0362903
9;11;Undirected;0.0443548
9;14;Undirected;0.0282258
9;15;Undirected;0.0806452
9;19;Undirected;0.0483871
9;20;Undirected;0.0241935
10;11;Undirected;0.0483871
10;13;Undirected;0.0362903
10;14;Undirected;0.0645161
10;15;Undirected;0.133065
10;19;Undirected;0.0846774
10;20;Undirected;0.0282258
11;14;Undirected;0.0403226
11;15;Undirected;0.157258
11;19;Undirected;0.0725806
12;16;Undirected;0.278226
12;17;Undirected;0.0967742
12;18;Undirected;0.177419
13;15;Undirected;0.120968
13;19;Undirected;0.0241935
14;15;Undirected;0.181452
14;19;Undirected;0.0403226
14;20;Undirected;0.0201613
15;19;Undirected;0.129032
15;20;Undirected;0.0322581
15;16;Undirected;1.74194
16;17;Undirected;0.677419
16;18;Undirected;1.74194
17;18;Undirected;0.326613
19;20;Undirected;0.016129
