Source;Target;Type;Weight
0;3;Undirected;0.0806452
0;4;Undirected;0.0564516
0;5;Undirected;0.0806452
0;6;Undirected;0.0564516
0;7;Undirected;0.0241935
0;8;Undirected;0.0322581
0;9;Undirected;0.108871
0;10;Undirected;0.0443548
0;11;Undirected;0.0725806
0;12;Undirected;0.0645161
0;13;Undirected;0.112903
0;14;Undirected;0.903226
0;15;Undirected;0.141129
0;16;Undirected;0.322581
0;17;Undirected;0.0725806
0;18;Undirected;0.0241935
1;3;Undirected;0.145161
1;4;Undirected;0.0725806
1;5;Undirected;0.193548
1;7;Undirected;0.0967742
1;8;Undirected;0.0806452
1;10;Undirected;0.104839
1;11;Undirected;0.0443548
1;12;Undirected;0.0403226
1;13;Undirected;0.0362903
1;14;Undirected;0.846774
1;15;Undirected;0.0725806
1;16;Undirected;0.387097
1;17;Undirected;0.0322581
2;6;Undirected;0.0322581
2;8;Undirected;0.0362903
2;11;Undirected;0.0403226
2;14;Undirected;0.116935
2;15;Undirected;0.0322581
2;16;Undirected;0.0887097
2;17;Undirected;0.0282258
3;4;Undirected;0.0362903
3;5;Undirected;0.290323
3;6;Undirected;0.0362903
3;7;Undirected;0.0322581
3;8;Undirected;0.0806452
3;9;Undirected;0.0887097
3;10;Undirected;0.157258
3;11;Undirected;0.133065
3;13;Undirected;0.0725806
3;14;Undirected;0.725806
3;15;Undirected;0.145161
3;16;Undirected;0.290323
3;17;Undirected;0.0967742
3;18;Undirected;0.0322581
4;5;Undirected;0.0725806
4;6;Undirected;0.0241935
4;7;Undirected;0.0201613
4;8;Undirected;0.0282258
4;9;Undirected;0.0322581
4;11;Undirected;0.0322581
4;12;Undirected;0.0282258
4;13;Undirected;0.0483871
4;14;Undirected;0.435484
4;15;Undirected;0.0483871
4;16;Undirected;0.181452
4;17;Undirected;0.0201613
4;18;Undirected;0.0201613
5;6;Undirected;0.0362903
5;7;Undirected;0.0645161
5;8;Undirected;0.0806452
5;9;Undirected;0.0887097
5;10;Undirected;0.157258
5;11;Undirected;0.133065
5;12;Undirected;0.0403226
5;13;Undirected;0.0725806
5;14;Undirected;0.846774
5;15;Undirected;0.145161
5;16;Undirected;0.33871
5;17;Undirected;0.0967742
5;18;Undirected;0.0322581
6;8;Undirected;0.0564516
6;9;Undirected;0.0645161
6;11;Undirected;0.0645161
6;12;Undirected;0.0282258
6;13;Undirected;0.0241935
6;14;Undirected;0.217742
6;15;Undirected;0.0725806
6;16;Undirected;0.108871
6;17;Undirected;0.0604839
6;18;Undirected;0.0201613
7;11;Undirected;0.0282258
7;12;Undirected;0.0241935
7;14;Undirected;0.419355
7;16;Undirected;0.129032
8;9;Undirected;0.0362903
8;10;Undirected;0.0443548
8;11;Undirected;0.0725806
8;13;Undirected;0.0282258
8;14;Undirected;0.225806
8;15;Undirected;0.0846774
8;16;Undirected;0.16129
8;17;Undirected;0.0483871
8;18;Undirected;0.0241935
9;10;Undirected;0.0483871
9;11;Undirected;0.0806452
9;12;Undirected;0.0362903
9;13;Undirected;0.0645161
9;14;Undirected;0.350806
9;15;Undirected;0.0967742
9;16;Undirected;0.133065
9;17;Undirected;0.0846774
9;18;Undirected;0.0282258
10;11;Undirected;0.0483871
10;13;Undirected;0.0403226
10;14;Undirected;0.375
10;15;Undirected;0.0806452
10;16;Undirected;0.157258
10;17;Undirected;0.0725806
11;13;Undirected;0.0645161
11;14;Undirected;0.350806
11;15;Undirected;0.0967742
11;16;Undirected;0.177419
11;17;Undirected;0.0846774
11;18;Undirected;0.0282258
12;14;Undirected;0.33871
12;15;Undirected;0.0282258
12;16;Undirected;0.120968
12;17;Undirected;0.0241935
13;14;Undirected;0.544355
13;15;Undirected;0.120968
13;16;Undirected;0.181452
13;17;Undirected;0.0403226
13;18;Undirected;0.0201613
14;15;Undirected;0.870968
14;16;Undirected;2.17742
14;17;Undirected;0.419355
14;18;Undirected;0.104839
15;16;Undirected;0.326613
15;17;Undirected;0.0806452
15;18;Undirected;0.0201613
16;17;Undirected;0.16129
16;18;Undirected;0.0322581
17;18;Undirected;0.016129
