Id;Label
0;Английский язык(OK-3)
1;Системный анали(OK-1,OPK-2,OPK-3,OPK-4,PK-3,PK-5,SPK-1)
2;Глобальная и мн(OK-1,OK-2,OPK-1,OPK-2,OPK-5,PK-3,PK-5)
3;Основы теории а(OK-1,OPK-5)
4;Методы искусств(OK-2,OPK-4)
5;Основы электрич(OPK-1,PK-4,SPK-1)
6;Основы устройст(PK-4,SPK-1)
7;Методология нау(OK-3,OPK-3,PK-3)
8;Основы ракетно-(OK-1,PK-4,SPK-1)
9;Основы проектир(OK-1,OK-3,OPK-5,PK-3,PK-4,SPK-1)
10;Научно-исследов(OK-1,PK-5)
11;Системы ориента(PK-4,SPK-1)
12;Системы терморе(PK-4,SPK-1)
13;Физика космоса(OK-1,OPK-1,OPK-2,PK-5,SPK-1)
14;Основы управлен(OPK-1,OPK-4,PK-4,PK-5,SPK-1)
15;Качество и наде(OPK-1,OPK-4,OPK-5,PK-3,PK-4,SPK-1)
16;Практика по пол(OK-3,PK-3,SPK-1)
17;Практика по пол(OK-3,OPK-4,PK-4,PK-5)
18;Научно-исследов(OK-1,OK-3,OPK-2,PK-4)
19;Практика по пол(OPK-1,OPK-4,PK-5)
20;Подготовка к пр(OK-1,OK-2,OK-3,OPK-1,OPK-2,OPK-3,OPK-4,OPK-5,PK-3,PK-4,PK-5,SPK-1)
21;Программная реа(OK-1,OPK-1,PK-4,PK-5)
22;Основы системно(OK-1,OPK-2,OPK-5,PK-3,PK-4)
