Source;Target;Type;Weight
0;8;Undirected;0.032
0;18;Undirected;0.036
0;19;Undirected;0.06
0;20;Undirected;0.044
1;3;Undirected;0.208
1;4;Undirected;0.036
1;6;Undirected;0.024
1;7;Undirected;0.028
1;8;Undirected;0.048
1;9;Undirected;0.064
1;11;Undirected;0.04
1;15;Undirected;0.096
1;16;Undirected;0.072
1;17;Undirected;0.084
1;18;Undirected;0.056
1;19;Undirected;0.104
1;20;Undirected;0.072
1;24;Undirected;0.048
1;2;Undirected;0.28
2;5;Undirected;0.036
2;10;Undirected;0.12
2;12;Undirected;0.056
2;13;Undirected;0.04
2;14;Undirected;0.032
2;21;Undirected;0.128
2;22;Undirected;0.168
2;23;Undirected;0.336
2;25;Undirected;0.108
3;4;Undirected;0.112
3;6;Undirected;0.044
3;8;Undirected;0.044
3;9;Undirected;0.052
3;11;Undirected;0.08
3;15;Undirected;0.176
3;16;Undirected;0.088
3;17;Undirected;0.144
3;18;Undirected;0.048
3;19;Undirected;0.072
3;20;Undirected;0.112
3;24;Undirected;0.132
4;9;Undirected;0.036
4;11;Undirected;0.024
4;15;Undirected;0.028
4;17;Undirected;0.032
4;20;Undirected;0.04
4;24;Undirected;0.028
5;22;Undirected;0.072
5;23;Undirected;0.072
6;7;Undirected;0.04
6;9;Undirected;0.048
6;15;Undirected;0.032
6;16;Undirected;0.048
6;17;Undirected;0.06
6;18;Undirected;0.02
6;19;Undirected;0.044
6;20;Undirected;0.028
6;24;Undirected;0.032
7;9;Undirected;0.056
7;15;Undirected;0.02
7;16;Undirected;0.04
7;17;Undirected;0.048
7;18;Undirected;0.024
7;19;Undirected;0.048
7;20;Undirected;0.032
7;24;Undirected;0.02
8;17;Undirected;0.02
8;18;Undirected;0.04
8;19;Undirected;0.044
8;20;Undirected;0.028
9;11;Undirected;0.02
9;15;Undirected;0.048
9;16;Undirected;0.048
9;17;Undirected;0.056
9;18;Undirected;0.028
9;19;Undirected;0.052
9;20;Undirected;0.072
9;24;Undirected;0.048
10;12;Undirected;0.02
10;13;Undirected;0.064
10;14;Undirected;0.048
10;21;Undirected;0.168
10;23;Undirected;0.24
10;25;Undirected;0.112
11;15;Undirected;0.024
11;16;Undirected;0.012
11;19;Undirected;0.04
11;20;Undirected;0.024
11;24;Undirected;0.024
11;12;Undirected;0.016
12;21;Undirected;0.044
12;22;Undirected;0.064
12;23;Undirected;0.056
12;25;Undirected;0.016
13;14;Undirected;0.048
13;21;Undirected;0.056
13;23;Undirected;0.08
13;25;Undirected;0.028
14;21;Undirected;0.048
14;23;Undirected;0.064
14;25;Undirected;0.02
15;16;Undirected;0.048
15;17;Undirected;0.04
15;18;Undirected;0.02
15;19;Undirected;0.044
15;20;Undirected;0.056
15;24;Undirected;0.048
16;17;Undirected;0.08
16;18;Undirected;0.02
16;19;Undirected;0.132
16;20;Undirected;0.028
16;24;Undirected;0.048
17;18;Undirected;0.048
17;19;Undirected;0.096
17;20;Undirected;0.032
17;24;Undirected;0.04
18;19;Undirected;0.048
18;20;Undirected;0.032
19;20;Undirected;0.112
19;24;Undirected;0.088
20;24;Undirected;0.056
20;21;Undirected;0.24
21;23;Undirected;0.256
21;25;Undirected;0.156
22;23;Undirected;0.252
23;25;Undirected;0.18
