Id;Label
0;Английский язык_0(OK-3)
1;Системный анали_0(OK-1,OPK-2,OPK-3,OPK-4,PK-3,PK-5,SPK-1)
2;Системный анали_1(OK-1,OPK-2,OPK-3,OPK-4,PK-3,PK-5,SPK-1)
3;Глобальная и мн_0(OK-1,OK-2,OPK-1,OPK-2,OPK-5,PK-3,PK-5)
4;Основы теории а_0(OK-1,OPK-5)
5;Методы искусств_1(OK-2,OPK-4)
6;Основы электрич_0(OPK-1,PK-4,SPK-1)
7;Основы устройст_0(PK-4,SPK-1)
8;Методология нау_0(OK-3,OPK-3,PK-3)
9;Основы ракетно-_0(OK-1,PK-4,SPK-1)
10;Основы проектир_1(OK-1,OK-3,OPK-5,PK-3,PK-4,SPK-1)
11;Научно-исследов_0(OK-1,PK-5)
12;Научно-исследов_1(OK-1,PK-5)
13;Системы ориента_1(PK-4,SPK-1)
14;Системы терморе_1(PK-4,SPK-1)
15;Физика космоса_0(OK-1,OPK-1,OPK-2,PK-5,SPK-1)
16;Основы управлен_0(OPK-1,OPK-4,PK-4,PK-5,SPK-1)
17;Качество и наде_0(OPK-1,OPK-4,OPK-5,PK-3,PK-4,SPK-1)
18;Практика по пол_0(OK-3,PK-3,SPK-1)
19;Практика по пол_0(OK-3,OPK-4,PK-4,PK-5)
20;Научно-исследов_0(OK-1,OK-3,OPK-2,PK-4)
21;Научно-исследов_1(OK-1,OK-3,OPK-2,PK-4)
22;Практика по пол_1(OPK-1,OPK-4,PK-5)
23;Подготовка к пр_1(OK-1,OK-2,OK-3,OPK-1,OPK-2,OPK-3,OPK-4,OPK-5,PK-3,PK-4,PK-5,SPK-1)
24;Программная реа_0(OK-1,OPK-1,PK-4,PK-5)
25;Основы системно_1(OK-1,OPK-2,OPK-5,PK-3,PK-4)
