Source;Target;Type;Weight
0;7;Undirected;0.032
0;9;Undirected;0.04
0;16;Undirected;0.036
0;17;Undirected;0.06
0;18;Undirected;0.084
0;20;Undirected;0.048
1;2;Undirected;0.304
1;3;Undirected;0.06
1;4;Undirected;0.052
1;5;Undirected;0.048
1;6;Undirected;0.052
1;7;Undirected;0.096
1;8;Undirected;0.112
1;9;Undirected;0.168
1;10;Undirected;0.096
1;11;Undirected;0.056
1;12;Undirected;0.048
1;13;Undirected;0.192
1;14;Undirected;0.144
1;15;Undirected;0.156
1;16;Undirected;0.104
1;17;Undirected;0.152
1;18;Undirected;0.2
1;19;Undirected;0.2
1;20;Undirected;0.448
1;21;Undirected;0.096
1;22;Undirected;0.156
2;3;Undirected;0.112
2;4;Undirected;0.048
2;5;Undirected;0.044
2;7;Undirected;0.044
2;8;Undirected;0.052
2;9;Undirected;0.156
2;10;Undirected;0.088
2;13;Undirected;0.176
2;14;Undirected;0.088
2;15;Undirected;0.144
2;16;Undirected;0.048
2;17;Undirected;0.072
2;18;Undirected;0.192
2;19;Undirected;0.192
2;20;Undirected;0.42
2;21;Undirected;0.132
2;22;Undirected;0.192
3;8;Undirected;0.036
3;9;Undirected;0.072
3;10;Undirected;0.028
3;13;Undirected;0.028
3;15;Undirected;0.032
3;18;Undirected;0.08
3;20;Undirected;0.088
3;21;Undirected;0.028
3;22;Undirected;0.064
4;14;Undirected;0.02
4;15;Undirected;0.024
4;17;Undirected;0.048
4;19;Undirected;0.072
4;20;Undirected;0.072
5;6;Undirected;0.04
5;8;Undirected;0.048
5;9;Undirected;0.048
5;11;Undirected;0.048
5;12;Undirected;0.032
5;13;Undirected;0.032
5;14;Undirected;0.048
5;15;Undirected;0.06
5;16;Undirected;0.02
5;17;Undirected;0.044
5;18;Undirected;0.068
5;19;Undirected;0.068
5;20;Undirected;0.096
5;21;Undirected;0.032
5;22;Undirected;0.02
6;8;Undirected;0.056
6;9;Undirected;0.056
6;11;Undirected;0.056
6;12;Undirected;0.04
6;13;Undirected;0.02
6;14;Undirected;0.04
6;15;Undirected;0.048
6;16;Undirected;0.024
6;17;Undirected;0.048
6;18;Undirected;0.072
6;20;Undirected;0.072
6;21;Undirected;0.02
6;22;Undirected;0.024
7;9;Undirected;0.048
7;15;Undirected;0.02
7;16;Undirected;0.04
7;17;Undirected;0.044
7;18;Undirected;0.068
7;20;Undirected;0.096
7;22;Undirected;0.02
8;9;Undirected;0.096
8;10;Undirected;0.024
8;11;Undirected;0.064
8;12;Undirected;0.048
8;13;Undirected;0.048
8;14;Undirected;0.048
8;15;Undirected;0.056
8;16;Undirected;0.028
8;17;Undirected;0.052
8;18;Undirected;0.152
8;20;Undirected;0.12
8;21;Undirected;0.048
8;22;Undirected;0.056
9;10;Undirected;0.024
9;11;Undirected;0.064
9;12;Undirected;0.048
9;13;Undirected;0.048
9;14;Undirected;0.048
9;15;Undirected;0.112
9;16;Undirected;0.084
9;17;Undirected;0.104
9;18;Undirected;0.228
9;20;Undirected;0.24
9;21;Undirected;0.048
9;22;Undirected;0.112
10;13;Undirected;0.032
10;14;Undirected;0.016
10;17;Undirected;0.044
10;18;Undirected;0.068
10;19;Undirected;0.068
10;20;Undirected;0.064
10;21;Undirected;0.032
10;22;Undirected;0.02
11;12;Undirected;0.048
11;13;Undirected;0.024
11;14;Undirected;0.048
11;15;Undirected;0.056
11;16;Undirected;0.028
11;17;Undirected;0.052
11;18;Undirected;0.076
11;20;Undirected;0.08
11;21;Undirected;0.024
11;22;Undirected;0.028
12;13;Undirected;0.016
12;14;Undirected;0.032
12;15;Undirected;0.04
12;16;Undirected;0.02
12;17;Undirected;0.044
12;18;Undirected;0.068
12;20;Undirected;0.064
12;21;Undirected;0.016
12;22;Undirected;0.02
13;14;Undirected;0.048
13;15;Undirected;0.04
13;16;Undirected;0.02
13;17;Undirected;0.044
13;18;Undirected;0.136
13;19;Undirected;0.136
13;20;Undirected;0.16
13;21;Undirected;0.048
13;22;Undirected;0.04
14;15;Undirected;0.08
14;16;Undirected;0.02
14;17;Undirected;0.132
14;18;Undirected;0.068
14;19;Undirected;0.204
14;20;Undirected;0.16
14;21;Undirected;0.048
14;22;Undirected;0.02
15;16;Undirected;0.048
15;17;Undirected;0.096
15;18;Undirected;0.072
15;19;Undirected;0.144
15;20;Undirected;0.216
15;21;Undirected;0.04
15;22;Undirected;0.072
16;17;Undirected;0.048
16;18;Undirected;0.072
16;20;Undirected;0.108
16;22;Undirected;0.024
17;18;Undirected;0.192
17;19;Undirected;0.192
17;20;Undirected;0.24
17;21;Undirected;0.088
17;22;Undirected;0.048
18;20;Undirected;0.336
18;21;Undirected;0.136
18;22;Undirected;0.216
19;20;Undirected;0.252
19;21;Undirected;0.136
20;21;Undirected;0.128
20;22;Undirected;0.18
21;22;Undirected;0.04
