Id;Label
0;Анализ систем о(PK-2,PK-4,PK-5)
1;Междисциплинарн(PK-1,PK-3,PK-4,PK-5,PK-6)
2;Английский язык(UK-4)
3;Защита программ(PK-1,PK-3,PK-4,PK-5,PK-6)
4;Документоведени(PK-4)
5;Искусственный и(PK-2)
6;Администрирован(PK-3,PK-4)
7;Математическое (PK-2)
8;Модели безопасн(PK-2,PK-4)
9;Философия(UK-1)
10;История(OPK-16,UK-5)
11;Ин Яз(UK-4)
12;БЖД(UK-8)
13;Основы информац(OPK-1,OPK-5)
14;Организационное(OPK-5)
15;Защита информац(OPK-6,OPK-9)
16;Методы и средст(OPK-10)
17;Сети и системы (OPK-2,OPK-9)
18;Программно-аппа(OPK-13,OPK-15)
19;Управление инфо(OPK-13,OPK-15,OPK-5)
20;Разработка и эк(OPK-11,OPK-14,OPK-5,OPK-8)
21;Операционные си(OPK-12,OPK-2)
22;Криптографическ(OPK-10)
23;Физ культ(UK-7)
24;Прик Физ культ(UK-7)
25;Правоведение(UK-10,UK-2)
26;Личностное разв(UK-3,UK-6)
27;Эффектив реч общ(UK-4)
28;Экономическая к(UK-9)
29;Проф деят(OPK-1)
30;Защита в операц(OPK-12)
31;Алгебра(OPK-3)
32;Аналитическая г(OPK-3)
33;Дополнительные (OPK-3)
34;Мат Анализ(OPK-3)
35;Дополнительные (OPK-3)
36;Дискретная мате(OPK-3)
37;Математическая (OPK-3)
38;Теория вероятно(OPK-3)
39;Дифференциальны(OPK-3)
40;ТФКП(OPK-3)
41;Численные метод(OPK-3)
42;Исследование оп(OPK-3)
43;Физика(OPK-4)
44;Системы управле(OPK-12)
45;Электроника и с(OPK-4)
46;Информатика(OPK-1)
47;Информационные (OPK-1,OPK-9)
48;Аппаратные сред(OPK-13)
49;Языки программи(OPK-7)
50;Языки программи(OPK-7)
51;Технологии и ме(OPK-7)
52;Параллельное пр(OPK-7)
53;Теория информац(OPK-1)
54;Теоретико-число(OPK-3)
55;Основы построен(OPK-12)
56;Открытые информ(OPK-5)
57;Основы научных (OPK-8)
58;Основы управлен(UK-1,UK-2,UK-3)
59;Компьютерные се(OPK-12,OPK-2)
60;Комплексная защ(OPK-5,OPK-6)
61;Акмеология(UK-1,UK-6)
62;Учебно-лаборато(PK-1,PK-2,UK-1,UK-2)
63;Эксплуатационна(PK-1,PK-2,PK-3,PK-4,PK-5,PK-6)
64;Ознакомительная(OPK-1,OPK-2,OPK-7,UK-1,UK-2)
65;Научно-исследов(OPK-3,OPK-5)
66;Научно-исследов(OPK-3,OPK-5)
67;Подготовка к пр(OPK-1,OPK-10,OPK-11,OPK-12,OPK-13,OPK-14,OPK-15,OPK-16,OPK-2,OPK-3,OPK-4,OPK-5,OPK-6,OPK-7,OPK-8,OPK-9,PK-1,PK-2,PK-3,PK-4,PK-5,PK-6,UK-1,UK-10,UK-2,UK-3,UK-4,UK-5,UK-6,UK-7,UK-8,UK-9)
68;Подготовка к сд(OPK-1,OPK-2,OPK-3,OPK-5,PK-1,PK-2,PK-3,PK-4,PK-5,PK-6,UK-1,UK-2,UK-3)
69;Основы стеганог(OPK-10,OPK-8)
70;Цифровая обрабо(OPK-8)
