Source;Target;Type;Weight
0;1;Undirected;0.0209581
0;5;Undirected;0.010479
1;6;Undirected;0.0149701
3;4;Undirected;0.011976
8;69;Undirected;0.0179641
11;12;Undirected;0.0134731
12;30;Undirected;0.011976
14;59;Undirected;0.010479
15;22;Undirected;0.011976
15;23;Undirected;0.011976
15;62;Undirected;0.010479
15;66;Undirected;0.011976
17;76;Undirected;0.010479
17;18;Undirected;0.0164671
18;25;Undirected;0.0164671
19;24;Undirected;0.0149701
19;65;Undirected;0.0149701
20;21;Undirected;0.0299401
21;22;Undirected;0.0329341
22;23;Undirected;0.0149701
22;62;Undirected;0.0134731
22;66;Undirected;0.0149701
22;72;Undirected;0.010479
23;62;Undirected;0.0134731
23;66;Undirected;0.0149701
23;72;Undirected;0.010479
24;33;Undirected;0.0149701
24;65;Undirected;0.0299401
32;52;Undirected;0.010479
33;65;Undirected;0.0149701
34;35;Undirected;0.0179641
34;37;Undirected;0.0254491
34;39;Undirected;0.0179641
35;37;Undirected;0.0224551
35;39;Undirected;0.0149701
36;38;Undirected;0.0209581
36;40;Undirected;0.0134731
36;41;Undirected;0.0149701
36;43;Undirected;0.011976
37;39;Undirected;0.0224551
38;40;Undirected;0.0194611
38;41;Undirected;0.0209581
38;43;Undirected;0.0179641
40;41;Undirected;0.0134731
40;43;Undirected;0.010479
41;43;Undirected;0.011976
41;42;Undirected;0.0149701
42;44;Undirected;0.011976
42;45;Undirected;0.010479
42;60;Undirected;0.0149701
44;60;Undirected;0.011976
45;60;Undirected;0.010479
46;71;Undirected;0.0134731
47;48;Undirected;0.011976
48;50;Undirected;0.011976
50;51;Undirected;0.0149701
52;70;Undirected;0.010479
55;70;Undirected;0.0164671
62;66;Undirected;0.0134731
66;72;Undirected;0.010479
71;72;Undirected;0.0179641
73;74;Undirected;0.0269461
73;75;Undirected;0.0179641
74;75;Undirected;0.17515
