Id;Label
0;Командный проек(PK-1,PK-2,PK-3)
1;Качество програ(PK-5,PK-6)
2;Надежность прог(PK-5)
3;Анализ и оптими(PK-4)
4;Научно-исследов(UK-1)
5;Формальная вери(PK-6)
6;Методы разработ(PK-4)
7;Методология про(OPK-5,OPK-6,UK-6)
8;Методы и алгори(OPK-7)
9;Управление разр(OPK-8,UK-2,UK-3)
10;Английский язык(UK-4,UK-5)
11;Системный инжин(OPK-3,UK-1)
12;Основы научных (OPK-1,OPK-4)
13;Интеллектуальны(OPK-2)
14;Распределенные (OPK-7)
15;Научно исследов(PK-1,PK-2,PK-3,UK-1,UK-2,UK-3,UK-6)
16;Ознакомительная(OPK-3,OPK-4,OPK-6)
17;Теория систем и(UK-1)
18;Моделирование с(UK-1)
