Source;Target;Type;Weight
0;15;Undirected;0.193548
1;2;Undirected;0.0403226
1;5;Undirected;0.0564516
3;6;Undirected;0.0483871
4;11;Undirected;0.0483871
4;15;Undirected;0.0483871
4;17;Undirected;0.0201613
4;18;Undirected;0.0201613
7;15;Undirected;0.0725806
7;16;Undirected;0.0524194
8;14;Undirected;0.0443548
9;15;Undirected;0.112903
11;15;Undirected;0.0725806
11;16;Undirected;0.0524194
11;17;Undirected;0.0443548
11;18;Undirected;0.0443548
12;16;Undirected;0.0282258
15;17;Undirected;0.0443548
15;18;Undirected;0.0443548
17;18;Undirected;0.016129
