Id;Label
0;Командный проек_1(PK-1,PK-2,PK-3)
1;Качество програ_0(PK-5,PK-6)
2;Надежность прог_0(PK-5)
3;Анализ и оптими_0(PK-4)
4;Анализ и оптими_1(PK-4)
5;Научно-исследов_0(UK-1)
6;Формальная вери_1(PK-6)
7;Методы разработ_1(PK-4)
8;Методология про_0(OPK-5,OPK-6,UK-6)
9;Методы и алгори_0(OPK-7)
10;Управление разр_0(OPK-8,UK-2,UK-3)
11;Английский язык_0(UK-4,UK-5)
12;Системный инжин_0(OPK-3,UK-1)
13;Основы научных _0(OPK-1,OPK-4)
14;Интеллектуальны_0(OPK-2)
15;Распределенные _1(OPK-7)
16;Научно исследов_1(PK-1,PK-2,PK-3,UK-1,UK-2,UK-3,UK-6)
17;Ознакомительная_0(OPK-3,OPK-4,OPK-6)
18;Теория систем и_0(UK-1)
19;Моделирование с_1(UK-1)
