Id;Label
0;Управление перс_0(PK-3)
1;Управление срок_0(PK-5)
2;Управление риск_0(PK-4)
3;Командный проек_1(PK-1,PK-2,PK-4,PK-5,UK-2,UK-3)
4;Аналитическая о_1(PK-1)
5;Управление стои_1(PK-5)
6;Методология про_0(OPK-5,OPK-6,UK-6)
7;Методы и алгори_0(OPK-7)
8;Управление разр_0(OPK-8,UK-2,UK-3)
9;Английский язык_0(UK-4,UK-5)
10;Системный инжин_0(OPK-3,UK-1)
11;Основы научных _0(OPK-1,OPK-4)
12;Интеллектуальны_0(OPK-2)
13;Распределенные _1(OPK-7)
14;Ознакомительная_0(OPK-3,OPK-4,OPK-6)
15;Теория систем и_0(UK-1)
16;Моделирование с_1(UK-1)
