Id;Label
0;Управление перс(PK-3)
1;Управление срок(PK-5)
2;Управление риск(PK-4)
3;Командный проек(PK-1,PK-2,PK-4,PK-5,UK-2,UK-3)
4;Аналитическая о(PK-1)
5;Управление стои(PK-5)
6;Методология про(OPK-5,OPK-6,UK-6)
7;Методы и алгори(OPK-7)
8;Управление разр(OPK-8,UK-2,UK-3)
9;Английский язык(UK-4,UK-5)
10;Системный инжин(OPK-3,UK-1)
11;Основы научных (OPK-1,OPK-4)
12;Интеллектуальны(OPK-2)
13;Распределенные (OPK-7)
14;Ознакомительная(OPK-3,OPK-4,OPK-6)
15;Теория систем и(UK-1)
16;Моделирование с(UK-1)
