Id;Label
0;Алгоритмы и стр_1(PK-1,PK-2)
1;Междисциплин курс проект_1(PK-1)
2;Основы проект ПО_1(PK-1,PK-3)
3;Основы констр СВТ_1(PK-3)
4;Основы сетевых _1(PK-4)
5;Решение оптимиз_1(PK-1)
6;Прикладная теор_1(PK-1,UK-1)
7;Системное ПО_2(PK-4)
8;Методы и систем_2(PK-1,UK-1)
9;Параллельные вы_2(PK-1,PK-2,UK-2)
10;Защита вычислит_2(PK-4,UK-1)
11;Теория управлен_2(UK-1)
12;Схемотехника ЭВ_2(PK-3,UK-2)
13;Основы адаптивн_2(PK-1,PK-2,UK-2)
14;Методы проектир_3(PK-3,PK-4)
15;Микропроцессорн_2(PK-1,UK-1)
16;Микропроцессорн_3(PK-1,UK-1)
17;Программируемые_3(PK-2,UK-1)
18;Интернет-технол_2(PK-3)
19;Профессионально_2(UK-4)
20;Междисциплинарн_3(PK-2,PK-3,PK-4)
21;Автоматизация п_3(UK-1)
22;Экономическая к_3(UK-9)
23;Основы профилак_3(UK-10)
24;Цифровая обрабо_3(PK-3)
25;Сетевые ОС и ад_3(PK-4)
26;Системы автомат_3(PK-3,UK-1)
27;Беспроводные и _3(PK-4)
28;Философия_1(UK-1,UK-5,UK-6)
29;История России_0(UK-5)
30;Всеобщая истори_0(UK-5)
31;Ин Яз_0(UK-4)
32;Ин Яз_1(UK-4)
33;БЖД_2(UK-8)
34;Физика_0(OPK-1)
35;Физика_1(OPK-1)
36;Информатика_0(OPK-1,OPK-2,OPK-8,OPK-9)
37;Основы программ_0(OPK-8)
38;Проф деят_0(OPK-7,UK-2)
39;Алгебра и геоме_0(OPK-1)
40;Мат Анализ_0(OPK-1)
41;Теория  и практ_0(UK-3,UK-4)
42;Дискретная мате_0(OPK-1)
43;Теория вероятно_1(OPK-1)
44;Операционные си_1(OPK-2,OPK-5)
45;Основы цифровой_1(OPK-1)
46;ЭВМ и периферий_2(OPK-4,OPK-7)
47;Сети и телекомм_2(OPK-3,OPK-6,OPK-7)
48;БД_1(OPK-1,OPK-8,UK-1,UK-2)
49;ИБЗИ_1(OPK-3)
50;Физ культ_0(UK-7)
51;Физ культ_2(UK-7)
52;Ознакомительная_0(OPK-8)
53;Эксплуатационна_1(OPK-2,UK-1)
54;Основы академич_2(UK-4)
55;История вычисли_2(UK-5)
