Source;Target;Type;Weight
0;1;Undirected;0.0122951
0;2;Undirected;0.0122951
0;5;Undirected;0.0122951
0;6;Undirected;0.0163934
0;8;Undirected;0.0122951
0;9;Undirected;0.0245902
0;13;Undirected;0.0245902
0;15;Undirected;0.022541
0;16;Undirected;0.0143443
0;19;Undirected;0.0102459
1;2;Undirected;0.0122951
1;5;Undirected;0.0122951
1;6;Undirected;0.0163934
1;8;Undirected;0.0122951
1;9;Undirected;0.0122951
1;13;Undirected;0.0122951
1;15;Undirected;0.022541
2;3;Undirected;0.0122951
2;5;Undirected;0.0122951
2;6;Undirected;0.0163934
2;8;Undirected;0.0122951
2;9;Undirected;0.0122951
2;12;Undirected;0.0163934
2;13;Undirected;0.0122951
2;14;Undirected;0.0143443
2;15;Undirected;0.022541
2;17;Undirected;0.0122951
2;19;Undirected;0.0102459
2;23;Undirected;0.0143443
2;25;Undirected;0.0204918
3;12;Undirected;0.0163934
3;14;Undirected;0.0143443
3;17;Undirected;0.0122951
3;19;Undirected;0.0102459
3;23;Undirected;0.0143443
3;25;Undirected;0.0204918
4;7;Undirected;0.0163934
4;10;Undirected;0.0122951
4;14;Undirected;0.0143443
4;19;Undirected;0.0102459
4;24;Undirected;0.0204918
4;26;Undirected;0.0122951
5;6;Undirected;0.0163934
5;8;Undirected;0.0122951
5;9;Undirected;0.0122951
5;13;Undirected;0.0122951
5;15;Undirected;0.022541
6;8;Undirected;0.0327869
6;9;Undirected;0.0163934
6;10;Undirected;0.0163934
6;11;Undirected;0.0204918
6;13;Undirected;0.0163934
6;15;Undirected;0.0532787
6;16;Undirected;0.0184426
6;20;Undirected;0.0163934
6;25;Undirected;0.0245902
6;27;Undirected;0.0184426
6;45;Undirected;0.0204918
6;50;Undirected;0.0163934
7;10;Undirected;0.0163934
7;14;Undirected;0.0184426
7;19;Undirected;0.0143443
7;24;Undirected;0.0245902
7;26;Undirected;0.0163934
8;9;Undirected;0.0122951
8;10;Undirected;0.0122951
8;11;Undirected;0.0163934
8;13;Undirected;0.0122951
8;15;Undirected;0.045082
8;16;Undirected;0.0143443
8;20;Undirected;0.0122951
8;25;Undirected;0.0204918
8;27;Undirected;0.0143443
8;45;Undirected;0.0163934
8;50;Undirected;0.0122951
9;12;Undirected;0.0163934
9;13;Undirected;0.0368852
9;15;Undirected;0.022541
9;16;Undirected;0.0143443
9;19;Undirected;0.0102459
9;35;Undirected;0.022541
9;45;Undirected;0.0163934
10;11;Undirected;0.0163934
10;14;Undirected;0.0143443
10;15;Undirected;0.022541
10;16;Undirected;0.0143443
10;19;Undirected;0.0102459
10;20;Undirected;0.0122951
10;24;Undirected;0.0204918
10;25;Undirected;0.0204918
10;26;Undirected;0.0122951
10;27;Undirected;0.0143443
10;45;Undirected;0.0163934
10;50;Undirected;0.0122951
11;15;Undirected;0.0266393
11;16;Undirected;0.0184426
11;20;Undirected;0.0163934
11;25;Undirected;0.0245902
11;27;Undirected;0.0184426
11;45;Undirected;0.0204918
11;50;Undirected;0.0163934
12;13;Undirected;0.0163934
12;14;Undirected;0.0184426
12;17;Undirected;0.0163934
12;19;Undirected;0.0143443
12;23;Undirected;0.0184426
12;25;Undirected;0.0245902
12;35;Undirected;0.0266393
12;45;Undirected;0.0204918
13;15;Undirected;0.022541
13;16;Undirected;0.0143443
13;19;Undirected;0.0102459
13;35;Undirected;0.022541
13;45;Undirected;0.0163934
14;17;Undirected;0.0143443
14;19;Undirected;0.0245902
