Source;Target;Type;Weight
0;1;Undirected;0.0532787
0;5;Undirected;0.0266393
0;8;Undirected;0.0245902
0;9;Undirected;0.0245902
0;10;Undirected;0.0245902
0;11;Undirected;0.0245902
0;12;Undirected;0.0245902
0;55;Undirected;0.0614754
1;5;Undirected;0.0163934
1;8;Undirected;0.0143443
1;9;Undirected;0.0143443
1;10;Undirected;0.0143443
1;11;Undirected;0.0143443
1;12;Undirected;0.0143443
1;55;Undirected;0.0409836
2;13;Undirected;0.0163934
2;16;Undirected;0.0163934
2;17;Undirected;0.0204918
2;19;Undirected;0.0204918
3;4;Undirected;0.0143443
3;14;Undirected;0.0143443
4;14;Undirected;0.0122951
5;12;Undirected;0.0143443
5;55;Undirected;0.0204918
6;7;Undirected;0.0204918
7;16;Undirected;0.0122951
7;17;Undirected;0.0163934
7;18;Undirected;0.0143443
7;19;Undirected;0.0163934
8;9;Undirected;0.0122951
8;10;Undirected;0.0122951
8;11;Undirected;0.0122951
8;55;Undirected;0.0184426
9;10;Undirected;0.0122951
9;11;Undirected;0.0122951
9;55;Undirected;0.0184426
10;11;Undirected;0.0122951
10;55;Undirected;0.0184426
11;55;Undirected;0.0184426
12;55;Undirected;0.0184426
13;19;Undirected;0.0163934
16;17;Undirected;0.0163934
16;18;Undirected;0.0143443
16;19;Undirected;0.0163934
18;19;Undirected;0.0184426
23;32;Undirected;0.0143443
23;24;Undirected;0.0184426
26;27;Undirected;0.0204918
28;30;Undirected;0.0143443
28;33;Undirected;0.0286885
28;34;Undirected;0.0184426
28;47;Undirected;0.0184426
28;48;Undirected;0.022541
28;56;Undirected;0.0143443
28;29;Undirected;0.0163934
29;35;Undirected;0.0143443
29;36;Undirected;0.0143443
29;37;Undirected;0.0163934
29;39;Undirected;0.0143443
29;46;Undirected;0.0266393
29;50;Undirected;0.0143443
29;57;Undirected;0.0143443
30;33;Undirected;0.0266393
30;34;Undirected;0.0163934
30;47;Undirected;0.0163934
30;48;Undirected;0.0204918
30;56;Undirected;0.0122951
31;54;Undirected;0.0122951
33;34;Undirected;0.0307377
33;47;Undirected;0.0307377
33;48;Undirected;0.0348361
33;56;Undirected;0.0266393
34;47;Undirected;0.0204918
34;48;Undirected;0.0245902
34;56;Undirected;0.0163934
35;36;Undirected;0.0122951
35;37;Undirected;0.0143443
35;39;Undirected;0.0122951
35;46;Undirected;0.0245902
35;50;Undirected;0.0122951
35;57;Undirected;0.0122951
36;37;Undirected;0.0143443
36;39;Undirected;0.0122951
36;46;Undirected;0.0245902
36;50;Undirected;0.0122951
36;57;Undirected;0.0122951
37;39;Undirected;0.0143443
37;46;Undirected;0.0266393
37;50;Undirected;0.0143443
37;57;Undirected;0.0143443
38;43;Undirected;0.0143443
38;49;Undirected;0.0266393
39;46;Undirected;0.0245902
39;50;Undirected;0.0122951
39;57;Undirected;0.0122951
40;45;Undirected;0.0163934
41;51;Undirected;0.0102459
43;49;Undirected;0.0245902
45;54;Undirected;0.0245902
46;50;Undirected;0.0245902
46;57;Undirected;0.0245902
47;48;Undirected;0.0245902
47;56;Undirected;0.0163934
48;56;Undirected;0.0204918
50;57;Undirected;0.0245902
