Id;Label
0;Методы оптимиза(PK-1,PK-3)
1;Теория чисел(PK-1,PK-3)
2;Интегр преобр(PK-1,PK-3)
3;Теоретическая м(PK-1,PK-2)
4;Компьютерные се(PK-1)
5;Параллельное пр(PK-1)
6;Бакалаврский се(PK-2,PK-4)
7;Основы топологи(PK-3)
8;Основы вычислит(PK-3)
9;ИБЗИ(PK-3)
10;Разностные мето(PK-3)
11;Нечеткая логика(PK-1)
12;Методика обуч мат(PK-1)
13;Аналитическая м(PK-1,PK-3)
14;Основы профилак(UK-10)
15;Теория рисков(PK-2,PK-3)
16;Математика слож(PK-3,PK-4)
17;Дискретный гарм(PK-2)
18;Основы комп алгебр(PK-1,PK-2)
19;Философия(UK-1,UK-5,UK-6)
20;История России(UK-5)
21;Всеобщая истори(UK-5)
22;Ин Яз(UK-4)
23;БЖД(UK-8)
24;Информатика(OPK-4)
25;Языки программи(OPK-4)
26;Физика(OPK-1)
27;Проф деят(OPK-1,UK-2)
28;Экономика(UK-1,UK-2,UK-9)
29;Эффектив реч общ(UK-3,UK-4)
30;Мат Анализ(OPK-1)
31;Аналитическая г(OPK-1)
32;Математическая (OPK-1)
33;Дифференциальны(OPK-1)
34;Теория вероятно(OPK-1)
35;Математическая (OPK-1)
36;ТФКП(OPK-1)
37;Исследование оп(OPK-1)
38;ОС и сети ЭВМ(OPK-4)
39;БД(OPK-4)
40;Численные метод(OPK-1)
41;Теория случ проц(OPK-3)
42;Мат моделирование(OPK-1,OPK-2,OPK-3)
43;Мат Анализ Доп(OPK-1)
44;Дискретная мате(OPK-1)
45;Алгебра(OPK-1)
46;Ур Мат физики(OPK-1,OPK-2)
47;Функциональный (OPK-1,OPK-2)
48;Язык программир(OPK-4)
49;Физ культ(UK-7)
50;Прик Физ культ(UK-7)
51;Анализ данных(OPK-2,OPK-3,UK-1)
52;НИР(PK-1,PK-3)
53;Ознакомительная(OPK-1,OPK-2)
54;НИР первично(OPK-1,OPK-2)
55;Цифровая обрабо(PK-2)
56;Пакеты прикладн(PK-2)
