Id;Label
0;Междисциплинарн(PK-1,PK-3,PK-4,PK-5)
1;Безопасность оп(PK-2,PK-5)
2;Защита программ(PK-1,PK-2,PK-3,PK-4,PK-5)
3;Английский язык(UK-4)
4;Основы вычислит(UK-1)
5;Параллельное пр(PK-2)
6;Философия(UK-1,UK-5)
7;Правоведение(UK-10,UK-2)
8;Проф деят(OPK-2,UK-2)
9;Технологии личн(UK-3,UK-6)
10;Ин Яз(UK-4)
11;Эффектив реч общ(UK-4)
12;История(OPK-13,UK-5)
13;Физ культ(UK-7)
14;Прик Физ культ(UK-7)
15;БЖД(UK-8)
16;Экономическая к(UK-9)
17;Основы информац(OPK-1,OPK-5)
18;Организационное(OPK-5,OPK-8)
19;Основы управлен(OPK-1,OPK-10)
20;Сети и системы (OPK-2)
21;Программно-аппа(OPK-2)
22;Защита информац(OPK-6,OPK-9)
23;Методы и средст(OPK-9)
24;Алгебра(OPK-3)
25;Аналитическая г(OPK-3)
26;Мат Анализ(OPK-3)
27;Дискретная мате(OPK-3)
28;Математическая (OPK-3)
29;Теория вероятно(OPK-11,OPK-3)
30;Физика(OPK-4)
31;Электроника и с(OPK-4)
32;Информатика(OPK-1)
33;Аппаратные сред(OPK-2)
34;Операционные си(OPK-2)
35;Компьютерные се(OPK-2)
36;Языки программи(OPK-7)
37;Языки программи(OPK-7)
38;Технологии и ме(OPK-7)
39;Теория информац(OPK-1)
40;Криптографическ(OPK-9)
41;Теоретико-число(OPK-3)
42;Основы построен(OPK-1)
43;Основы построен(OPK-1)
44;Методы оценки б(OPK-1,OPK-11,OPK-12)
45;Администрирован(OPK-1)
46;Комплексная защ(OPK-1,OPK-10,OPK-6)
47;Математическое (OPK-11,OPK-12)
48;Гуманитарные ас(OPK-1)
49;Основы управлен(UK-1,UK-2,UK-3)
50;Документоведени(OPK-1)
51;Акмеология(OPK-1)
52;Эксплуатационна(PK-1,PK-2,PK-3,PK-4,PK-5,UK-3,UK-4,UK-6)
53;Ознакомительная(OPK-1,OPK-7,OPK-8,UK-1)
54;Подготовка к пр(OPK-1,OPK-10,OPK-11,OPK-12,OPK-13,OPK-2,OPK-3,OPK-4,OPK-5,OPK-6,OPK-7,OPK-8,OPK-9,PK-1,PK-2,PK-3,PK-4,PK-5,UK-1,UK-10,UK-2,UK-3,UK-4,UK-5,UK-6,UK-7,UK-8,UK-9)
55;Подготовка к сд(OPK-1,OPK-11,OPK-5,OPK-8,PK-1,PK-3,UK-1,UK-2,UK-4,UK-6)
56;Основы стеганог(OPK-7,OPK-8)
57;Цифровая обрабо(OPK-4)
